Genus,total_genus,Source,Gene,number,total
Aeromonas,1213,Egg,cad,,
Aeromonas,1213,Egg,chr,,
Aeromonas,1213,Egg,cnr,,
Aeromonas,1213,Egg,cop,,
Aeromonas,1213,Egg,cue,,
Aeromonas,1213,Egg,dps,,
Aeromonas,1213,Egg,fie,,
Aeromonas,1213,Egg,gol,,
Aeromonas,1213,Egg,kla,,
Aeromonas,1213,Egg,mco,,
Aeromonas,1213,Egg,mer,,
Aeromonas,1213,Egg,mrd,,
Aeromonas,1213,Egg,mre,,
Aeromonas,1213,Egg,ncc,,
Aeromonas,1213,Egg,ncr,,
Aeromonas,1213,Egg,nir,,
Aeromonas,1213,Egg,nre,,
Aeromonas,1213,Egg,pco,,
Aeromonas,1213,Egg,sil,,
Aeromonas,1213,Egg,tcr,,
Aeromonas,1213,Egg,ter,,
Aeromonas,1213,Fish/Seafood,acr,32,0
Aeromonas,1213,Fish/Seafood,ars,32,20
Aeromonas,1213,Fish/Seafood,cad,32,0
Aeromonas,1213,Fish/Seafood,chr,32,0
Aeromonas,1213,Fish/Seafood,cnr,32,0
Aeromonas,1213,Fish/Seafood,cop,32,0
Aeromonas,1213,Fish/Seafood,cue,32,0
Aeromonas,1213,Fish/Seafood,dps,32,0
Aeromonas,1213,Fish/Seafood,fie,32,0
Aeromonas,1213,Fish/Seafood,gol,32,0
Aeromonas,1213,Fish/Seafood,kla,32,0
Aeromonas,1213,Fish/Seafood,mco,32,0
Aeromonas,1213,Fish/Seafood,mer,32,1
Aeromonas,1213,Fish/Seafood,mrd,32,0
Aeromonas,1213,Fish/Seafood,mre,32,0
Aeromonas,1213,Fish/Seafood,ncc,32,0
Aeromonas,1213,Fish/Seafood,ncr,32,0
Aeromonas,1213,Fish/Seafood,nir,32,0
Aeromonas,1213,Fish/Seafood,nre,32,0
Aeromonas,1213,Fish/Seafood,pco,32,0
Aeromonas,1213,Fish/Seafood,sil,32,0
Aeromonas,1213,Fish/Seafood,tcr,32,0
Aeromonas,1213,Fish/Seafood,ter,32,0
Aeromonas,1213,Multi-product,acr,9,0
Aeromonas,1213,Multi-product,ars,9,9
Aeromonas,1213,Multi-product,cad,9,0
Aeromonas,1213,Multi-product,chr,9,0
Aeromonas,1213,Multi-product,cnr,9,0
Aeromonas,1213,Multi-product,cop,9,0
Aeromonas,1213,Multi-product,cue,9,0
Aeromonas,1213,Multi-product,dps,9,0
Aeromonas,1213,Multi-product,fie,9,0
Aeromonas,1213,Multi-product,gol,9,0
Aeromonas,1213,Multi-product,kla,9,0
Aeromonas,1213,Multi-product,mco,9,0
Aeromonas,1213,Multi-product,mer,9,0
Aeromonas,1213,Multi-product,mrd,9,0
Aeromonas,1213,Multi-product,mre,9,0
Aeromonas,1213,Multi-product,ncc,9,0
Aeromonas,1213,Multi-product,ncr,9,0
Aeromonas,1213,Multi-product,nir,9,0
Aeromonas,1213,Multi-product,nre,9,0
Aeromonas,1213,Multi-product,pco,9,0
Aeromonas,1213,Multi-product,sil,9,0
Aeromonas,1213,Multi-product,tcr,9,0
Aeromonas,1213,Multi-product,ter,9,0
Aeromonas,1213,Meat/Poultry,acr,6,0
Aeromonas,1213,Meat/Poultry,ars,6,6
Aeromonas,1213,Meat/Poultry,cad,6,0
Aeromonas,1213,Meat/Poultry,chr,6,0
Aeromonas,1213,Meat/Poultry,cnr,6,0
