Genus,Source,Class,number,total,Percent
Vibrio parahaemolyticus,Farm sewage,pluromutilin,,,
Vibrio parahaemolyticus,Fish/Seafood,pluromutilin,0,2356,0
Vibrio parahaemolyticus,Food,pluromutilin,0,28,0
Vibrio parahaemolyticus,Meat,pluromutilin,0,15,0
Vibrio parahaemolyticus,Reptile,pluromutilin,,,
Vibrio parahaemolyticus,Cider,pluromutilin,,,
Vibrio parahaemolyticus,Dairy,pluromutilin,,,
Vibrio parahaemolyticus,Slaughterhouse,pluromutilin,0,3,0
Vibrio parahaemolyticus,Farm water,pluromutilin,,,
Vibrio parahaemolyticus,Flour,pluromutilin,,,
Vibrio parahaemolyticus,Fruit/vegetables,pluromutilin,0,1,0
Vibrio parahaemolyticus,Seeds,pluromutilin,,,
Vibrio parahaemolyticus,Spice_Herbs,pluromutilin,0,4,0
Vibrio parahaemolyticus,Insect,pluromutilin,,,
Vibrio parahaemolyticus,Nuts,pluromutilin,,,
Vibrio parahaemolyticus,Plant,pluromutilin,,,
Vibrio parahaemolyticus,Sewage,pluromutilin,,,
Vibrio parahaemolyticus,Wastewater,pluromutilin,,,
Vibrio parahaemolyticus,Water,pluromutilin,0,247,0
Vibrio parahaemolyticus,Tea,pluromutilin,,,
Vibrio parahaemolyticus,Clinical,polymyxin,0,702,0
Vibrio parahaemolyticus,Animal,polymyxin,0,130,0
Vibrio parahaemolyticus,Animal environment,polymyxin,0,4,0
Vibrio parahaemolyticus,Animal feces,polymyxin,0,20,0
Vibrio parahaemolyticus,Farm,polymyxin,,,
Vibrio parahaemolyticus,Egg,polymyxin,,,
Vibrio parahaemolyticus,Farm sewage,polymyxin,,,
Vibrio parahaemolyticus,Fish/Seafood,polymyxin,0,2356,0
Vibrio parahaemolyticus,Food,polymyxin,0,28,0
Vibrio parahaemolyticus,Meat,polymyxin,0,15,0
Vibrio parahaemolyticus,Reptile,polymyxin,,,
Vibrio parahaemolyticus,Cider,polymyxin,,,
Vibrio parahaemolyticus,Dairy,polymyxin,,,
Vibrio parahaemolyticus,Slaughterhouse,polymyxin,0,3,0
Vibrio parahaemolyticus,Farm water,polymyxin,,,
Vibrio parahaemolyticus,Flour,polymyxin,,,
Vibrio parahaemolyticus,Fruit/vegetables,polymyxin,0,1,0
Vibrio parahaemolyticus,Seeds,polymyxin,,,
Vibrio parahaemolyticus,Spice_Herbs,polymyxin,0,4,0
Vibrio parahaemolyticus,Insect,polymyxin,,,
Vibrio parahaemolyticus,Nuts,polymyxin,,,
Vibrio parahaemolyticus,Plant,polymyxin,,,
Vibrio parahaemolyticus,Sewage,polymyxin,,,
Vibrio parahaemolyticus,Wastewater,polymyxin,,,
Vibrio parahaemolyticus,Water,polymyxin,1,247,0.4048583
Vibrio parahaemolyticus,Tea,polymyxin,,,
Vibrio parahaemolyticus,Clinical,quinolone,19,702,2.706552707
Vibrio parahaemolyticus,Animal,quinolone,16,130,12.30769231
Vibrio parahaemolyticus,Animal environment,quinolone,0,4,0
Vibrio parahaemolyticus,Animal feces,quinolone,0,20,0
Vibrio parahaemolyticus,Farm,quinolone,,,
Vibrio parahaemolyticus,Egg,quinolone,,,
Vibrio parahaemolyticus,Farm sewage,quinolone,,,
Vibrio parahaemolyticus,Fish/Seafood,quinolone,108,2356,4.584040747
Vibrio parahaemolyticus,Food,quinolone,0,28,0
Vibrio parahaemolyticus,Meat,quinolone,0,15,0
Vibrio parahaemolyticus,Reptile,quinolone,,,
Vibrio parahaemolyticus,Cider,quinolone,,,
Vibrio parahaemolyticus,Dairy,quinolone,,,
Vibrio parahaemolyticus,Slaughterhouse,quinolone,0,3,0
Vibrio parahaemolyticus,Farm water,quinolone,,,
Vibrio parahaemolyticus,Flour,quinolone,,,
Vibrio parahaemolyticus,Fruit/vegetables,quinolone,0,1,0
Vibrio parahaemolyticus,Seeds,quinolone,,,
Vibrio parahaemolyticus,Spice_Herbs,quinolone,0,4,0
Vibrio parahaemolyticus,Insect,quinolone,,,
Vibrio parahaemolyticus,Nuts,quinolone,,,
Vibrio parahaemolyticus,Plant,quinolone,,,
Vibrio parahaemolyticus,Sewage,quinolone,,,
Vibrio parahaemolyticus,Wastewater,quinolone,,,
Vibrio parahaemolyticus,Water,quinolone,4,247,1.619433198
Vibrio parahaemolyticus,Tea,quinolone,,,
Vibrio parahaemolyticus,Clinical,rifamycin,0,702,0
Vibrio parahaemolyticus,Animal,rifamycin,0,130,0
Vibrio parahaemolyticus,Animal environment,rifamycin,0,4,0
Vibrio parahaemolyticus,Animal feces,rifamycin,0,20,0
Vibrio parahaemolyticus,Farm,rifamycin,,,
Vibrio parahaemolyticus,Egg,rifamycin,,,
Vibrio parahaemolyticus,Farm sewage,rifamycin,,,
Vibrio parahaemolyticus,Fish/Seafood,rifamycin,22,2356,0.933786078
Vibrio parahaemolyticus,Food,rifamycin,0,28,0
Vibrio parahaemolyticus,Meat,rifamycin,0,15,0
Vibrio parahaemolyticus,Reptile,rifamycin,,,
Vibrio parahaemolyticus,Cider,rifamycin,,,
Vibrio parahaemolyticus,Dairy,rifamycin,,,
Vibrio parahaemolyticus,Slaughterhouse,rifamycin,0,3,0
Vibrio parahaemolyticus,Farm water,rifamycin,,,
Vibrio parahaemolyticus,Flour,rifamycin,,,
Vibrio parahaemolyticus,Fruit/vegetables,rifamycin,0,1,0
Vibrio parahaemolyticus,Seeds,rifamycin,,,
Vibrio parahaemolyticus,Spice_Herbs,rifamycin,0,4,0
Vibrio parahaemolyticus,Insect,rifamycin,,,
Vibrio parahaemolyticus,Nuts,rifamycin,,,
Vibrio parahaemolyticus,Plant,rifamycin,,,
Vibrio parahaemolyticus,Sewage,rifamycin,,,
Vibrio parahaemolyticus,Wastewater,rifamycin,,,
Vibrio parahaemolyticus,Water,rifamycin,0,247,0
Vibrio parahaemolyticus,Tea,rifamycin,,,
Vibrio parahaemolyticus,Clinical,streptogramin,0,702,0
Vibrio parahaemolyticus,Animal,streptogramin,0,130,0
Vibrio parahaemolyticus,Animal environment,streptogramin,0,4,0
Vibrio parahaemolyticus,Animal feces,streptogramin,0,20,0
Vibrio parahaemolyticus,Farm,streptogramin,,,
Vibrio parahaemolyticus,Egg,streptogramin,,,
Vibrio parahaemolyticus,Farm sewage,streptogramin,,,
Vibrio parahaemolyticus,Fish/Seafood,streptogramin,0,2356,0
Vibrio parahaemolyticus,Food,streptogramin,0,28,0
Vibrio parahaemolyticus,Meat,streptogramin,0,15,0
Vibrio parahaemolyticus,Reptile,streptogramin,,,
Vibrio parahaemolyticus,Cider,streptogramin,,,
Vibrio parahaemolyticus,Dairy,streptogramin,,,
Vibrio parahaemolyticus,Slaughterhouse,streptogramin,0,3,0
Vibrio parahaemolyticus,Farm water,streptogramin,,,
Vibrio parahaemolyticus,Flour,streptogramin,,,
Vibrio parahaemolyticus,Fruit/vegetables,streptogramin,0,1,0
Vibrio parahaemolyticus,Seeds,streptogramin,,,
Vibrio parahaemolyticus,Spice_Herbs,streptogramin,0,4,0
Vibrio parahaemolyticus,Insect,streptogramin,,,
Vibrio parahaemolyticus,Nuts,streptogramin,,,
Vibrio parahaemolyticus,Plant,streptogramin,,,
Vibrio parahaemolyticus,Sewage,streptogramin,,,
Vibrio parahaemolyticus,Wastewater,streptogramin,,,
Vibrio parahaemolyticus,Water,streptogramin,0,247,0
Vibrio parahaemolyticus,Tea,streptogramin,,,
Vibrio parahaemolyticus,Clinical,streptothricin,0,702,0
Vibrio parahaemolyticus,Animal,streptothricin,0,130,0
Vibrio parahaemolyticus,Animal environment,streptothricin,0,4,0
Vibrio parahaemolyticus,Animal feces,streptothricin,0,20,0
Vibrio parahaemolyticus,Farm,streptothricin,,,
Vibrio parahaemolyticus,Egg,streptothricin,,,
Vibrio parahaemolyticus,Farm sewage,streptothricin,,,
Vibrio parahaemolyticus,Fish/Seafood,streptothricin,0,2356,0
Vibrio parahaemolyticus,Food,streptothricin,0,28,0
Vibrio parahaemolyticus,Meat,streptothricin,0,15,0
Vibrio parahaemolyticus,Reptile,streptothricin,,,
Vibrio parahaemolyticus,Cider,streptothricin,,,
Vibrio parahaemolyticus,Dairy,streptothricin,,,
Vibrio parahaemolyticus,Slaughterhouse,streptothricin,0,3,0
Vibrio parahaemolyticus,Farm water,streptothricin,,,
Vibrio parahaemolyticus,Flour,streptothricin,,,
Vibrio parahaemolyticus,Fruit/vegetables,streptothricin,0,1,0
Vibrio parahaemolyticus,Seeds,streptothricin,,,
Vibrio parahaemolyticus,Spice_Herbs,streptothricin,0,4,0
Vibrio parahaemolyticus,Insect,streptothricin,,,
Vibrio parahaemolyticus,Nuts,streptothricin,,,
Vibrio parahaemolyticus,Plant,streptothricin,,,
Vibrio parahaemolyticus,Sewage,streptothricin,,,
Vibrio parahaemolyticus,Wastewater,streptothricin,,,
Vibrio parahaemolyticus,Water,streptothricin,0,247,0
Vibrio parahaemolyticus,Tea,streptothricin,,,
Vibrio parahaemolyticus,Clinical,sulphonamide,0,702,0
Vibrio parahaemolyticus,Animal,sulphonamide,0,130,0
Vibrio parahaemolyticus,Animal environment,sulphonamide,0,4,0
Vibrio parahaemolyticus,Animal feces,sulphonamide,0,20,0
Vibrio parahaemolyticus,Farm,sulphonamide,,,
Vibrio parahaemolyticus,Egg,sulphonamide,,,
Vibrio parahaemolyticus,Farm sewage,sulphonamide,,,
Vibrio parahaemolyticus,Fish/Seafood,sulphonamide,90,2356,3.820033956
Vibrio parahaemolyticus,Food,sulphonamide,0,28,0
Vibrio parahaemolyticus,Meat,sulphonamide,0,15,0
Vibrio parahaemolyticus,Reptile,sulphonamide,,,
Vibrio parahaemolyticus,Cider,sulphonamide,,,
Vibrio parahaemolyticus,Dairy,sulphonamide,,,
Vibrio parahaemolyticus,Slaughterhouse,sulphonamide,0,3,0
Vibrio parahaemolyticus,Farm water,sulphonamide,,,
Vibrio parahaemolyticus,Flour,sulphonamide,,,
Vibrio parahaemolyticus,Fruit/vegetables,sulphonamide,0,1,0
Vibrio parahaemolyticus,Seeds,sulphonamide,,,
Vibrio parahaemolyticus,Spice_Herbs,sulphonamide,0,4,0
Vibrio parahaemolyticus,Insect,sulphonamide,,,
Vibrio parahaemolyticus,Nuts,sulphonamide,,,
Vibrio parahaemolyticus,Plant,sulphonamide,,,
Vibrio parahaemolyticus,Sewage,sulphonamide,,,
Vibrio parahaemolyticus,Wastewater,sulphonamide,,,
Vibrio parahaemolyticus,Water,sulphonamide,2,247,0.809716599
Vibrio parahaemolyticus,Tea,sulphonamide,,,
Vibrio parahaemolyticus,Clinical,tetracenomycin,0,702,0
Vibrio parahaemolyticus,Animal,tetracenomycin,0,130,0
Vibrio parahaemolyticus,Animal environment,tetracenomycin,0,4,0
Vibrio parahaemolyticus,Animal feces,tetracenomycin,0,20,0
Vibrio parahaemolyticus,Farm,tetracenomycin,,,
Vibrio parahaemolyticus,Egg,tetracenomycin,,,
Vibrio parahaemolyticus,Farm sewage,tetracenomycin,,,
Vibrio parahaemolyticus,Fish/Seafood,tetracenomycin,0,2356,0
Vibrio parahaemolyticus,Food,tetracenomycin,0,28,0
Vibrio parahaemolyticus,Meat,tetracenomycin,0,15,0
Vibrio parahaemolyticus,Reptile,tetracenomycin,,,
Vibrio parahaemolyticus,Cider,tetracenomycin,,,
Vibrio parahaemolyticus,Dairy,tetracenomycin,,,
Vibrio parahaemolyticus,Slaughterhouse,tetracenomycin,0,3,0
Vibrio parahaemolyticus,Farm water,tetracenomycin,,,
Vibrio parahaemolyticus,Flour,tetracenomycin,,,
Vibrio parahaemolyticus,Fruit/vegetables,tetracenomycin,0,1,0
Vibrio parahaemolyticus,Seeds,tetracenomycin,,,
Vibrio parahaemolyticus,Spice_Herbs,tetracenomycin,0,4,0
Vibrio parahaemolyticus,Insect,tetracenomycin,,,
Vibrio parahaemolyticus,Nuts,tetracenomycin,,,
Vibrio parahaemolyticus,Plant,tetracenomycin,,,
Vibrio parahaemolyticus,Sewage,tetracenomycin,,,
Vibrio parahaemolyticus,Wastewater,tetracenomycin,,,
Vibrio parahaemolyticus,Water,tetracenomycin,0,247,0
Vibrio parahaemolyticus,Tea,tetracenomycin,,,
Vibrio parahaemolyticus,Clinical,tetracycline,702,702,100
Vibrio parahaemolyticus,Animal,tetracycline,130,130,100
Vibrio parahaemolyticus,Animal environment,tetracycline,4,4,100
Vibrio parahaemolyticus,Animal feces,tetracycline,20,20,100
Vibrio parahaemolyticus,Farm,tetracycline,,,
Vibrio parahaemolyticus,Egg,tetracycline,,,
Vibrio parahaemolyticus,Farm sewage,tetracycline,,,
Vibrio parahaemolyticus,Fish/Seafood,tetracycline,2342,2356,99.4057725
Vibrio parahaemolyticus,Food,tetracycline,28,28,100
Vibrio parahaemolyticus,Meat,tetracycline,15,15,100
Vibrio parahaemolyticus,Reptile,tetracycline,,,
Vibrio parahaemolyticus,Cider,tetracycline,,,
Vibrio parahaemolyticus,Dairy,tetracycline,,,
Vibrio parahaemolyticus,Slaughterhouse,tetracycline,3,3,100
Vibrio parahaemolyticus,Farm water,tetracycline,,,
Vibrio parahaemolyticus,Flour,tetracycline,,,
Vibrio parahaemolyticus,Fruit/vegetables,tetracycline,1,1,100
Vibrio parahaemolyticus,Seeds,tetracycline,,,
Vibrio parahaemolyticus,Spice_Herbs,tetracycline,4,4,100
Vibrio parahaemolyticus,Insect,tetracycline,,,
Vibrio parahaemolyticus,Nuts,tetracycline,,,
Vibrio parahaemolyticus,Plant,tetracycline,,,
Vibrio parahaemolyticus,Sewage,tetracycline,,,
Vibrio parahaemolyticus,Wastewater,tetracycline,,,
Vibrio parahaemolyticus,Water,tetracycline,241,247,97.5708502
Vibrio parahaemolyticus,Tea,tetracycline,,,
Vibrio parahaemolyticus,Clinical,thiostrepton,0,702,0
Vibrio parahaemolyticus,Animal,thiostrepton,0,130,0
Vibrio parahaemolyticus,Animal environment,thiostrepton,0,4,0
Vibrio parahaemolyticus,Animal feces,thiostrepton,0,20,0
Vibrio parahaemolyticus,Farm,thiostrepton,,,
Vibrio parahaemolyticus,Egg,thiostrepton,,,
Vibrio parahaemolyticus,Farm sewage,thiostrepton,,,
Vibrio parahaemolyticus,Fish/Seafood,thiostrepton,0,2356,0
Vibrio parahaemolyticus,Food,thiostrepton,0,28,0
Vibrio parahaemolyticus,Meat,thiostrepton,0,15,0
Vibrio parahaemolyticus,Reptile,thiostrepton,,,
Vibrio parahaemolyticus,Cider,thiostrepton,,,
Vibrio parahaemolyticus,Dairy,thiostrepton,,,
Vibrio parahaemolyticus,Slaughterhouse,thiostrepton,0,3,0
Vibrio parahaemolyticus,Farm water,thiostrepton,,,
Vibrio parahaemolyticus,Flour,thiostrepton,,,
Vibrio parahaemolyticus,Fruit/vegetables,thiostrepton,0,1,0
Vibrio parahaemolyticus,Seeds,thiostrepton,,,
Vibrio parahaemolyticus,Spice_Herbs,thiostrepton,0,4,0
Vibrio parahaemolyticus,Insect,thiostrepton,,,
Vibrio parahaemolyticus,Nuts,thiostrepton,,,
Vibrio parahaemolyticus,Plant,thiostrepton,,,
Vibrio parahaemolyticus,Sewage,thiostrepton,,,
Vibrio parahaemolyticus,Wastewater,thiostrepton,,,
Vibrio parahaemolyticus,Water,thiostrepton,0,247,0
Vibrio parahaemolyticus,Tea,thiostrepton,,,
Vibrio parahaemolyticus,Clinical,trimethoprim,2,702,0.284900285
Vibrio parahaemolyticus,Animal,trimethoprim,0,130,0
Vibrio parahaemolyticus,Animal environment,trimethoprim,0,4,0
Vibrio parahaemolyticus,Animal feces,trimethoprim,0,20,0
Vibrio parahaemolyticus,Farm,trimethoprim,,,
Vibrio parahaemolyticus,Egg,trimethoprim,,,
Vibrio parahaemolyticus,Farm sewage,trimethoprim,,,
Vibrio parahaemolyticus,Fish/Seafood,trimethoprim,82,2356,3.480475382
Vibrio parahaemolyticus,Food,trimethoprim,0,28,0
Vibrio parahaemolyticus,Meat,trimethoprim,0,15,0
Vibrio parahaemolyticus,Reptile,trimethoprim,,,
Vibrio parahaemolyticus,Cider,trimethoprim,,,
Vibrio parahaemolyticus,Dairy,trimethoprim,,,
Vibrio parahaemolyticus,Slaughterhouse,trimethoprim,0,3,0
Vibrio parahaemolyticus,Farm water,trimethoprim,,,
Vibrio parahaemolyticus,Flour,trimethoprim,,,
Vibrio parahaemolyticus,Fruit/vegetables,trimethoprim,0,1,0
Vibrio parahaemolyticus,Seeds,trimethoprim,,,
Vibrio parahaemolyticus,Spice_Herbs,trimethoprim,0,4,0
Vibrio parahaemolyticus,Insect,trimethoprim,,,
Vibrio parahaemolyticus,Nuts,trimethoprim,,,
Vibrio parahaemolyticus,Plant,trimethoprim,,,
Vibrio parahaemolyticus,Sewage,trimethoprim,,,
Vibrio parahaemolyticus,Wastewater,trimethoprim,,,
Vibrio parahaemolyticus,Water,trimethoprim,2,247,0.809716599
Vibrio parahaemolyticus,Tea,trimethoprim,,,
Vibrio parahaemolyticus,Clinical,tuberactinomycin,0,702,0
Vibrio parahaemolyticus,Animal,tuberactinomycin,0,130,0
Vibrio parahaemolyticus,Animal environment,tuberactinomycin,0,4,0
Vibrio parahaemolyticus,Animal feces,tuberactinomycin,0,20,0
Vibrio parahaemolyticus,Farm,tuberactinomycin,,,
Vibrio parahaemolyticus,Egg,tuberactinomycin,,,
Vibrio parahaemolyticus,Farm sewage,tuberactinomycin,,,
Vibrio parahaemolyticus,Fish/Seafood,tuberactinomycin,0,2356,0
Vibrio parahaemolyticus,Food,tuberactinomycin,0,28,0
Vibrio parahaemolyticus,Meat,tuberactinomycin,0,15,0
Vibrio parahaemolyticus,Reptile,tuberactinomycin,,,
Vibrio parahaemolyticus,Cider,tuberactinomycin,,,
Vibrio parahaemolyticus,Dairy,tuberactinomycin,,,
Vibrio parahaemolyticus,Slaughterhouse,tuberactinomycin,0,3,0
Vibrio parahaemolyticus,Farm water,tuberactinomycin,,,
Vibrio parahaemolyticus,Flour,tuberactinomycin,,,
Vibrio parahaemolyticus,Fruit/vegetables,tuberactinomycin,0,1,0
Vibrio parahaemolyticus,Seeds,tuberactinomycin,,,
Vibrio parahaemolyticus,Spice_Herbs,tuberactinomycin,0,4,0
Vibrio parahaemolyticus,Insect,tuberactinomycin,,,
Vibrio parahaemolyticus,Nuts,tuberactinomycin,,,
Vibrio parahaemolyticus,Plant,tuberactinomycin,,,
Vibrio parahaemolyticus,Sewage,tuberactinomycin,,,
Vibrio parahaemolyticus,Wastewater,tuberactinomycin,,,
Vibrio parahaemolyticus,Water,tuberactinomycin,0,247,0
Vibrio parahaemolyticus,Tea,tuberactinomycin,,,
Vibrio parahaemolyticus,Clinical,biocide,0,702,0
Vibrio parahaemolyticus,Animal,biocide,0,130,0
Vibrio parahaemolyticus,Animal environment,biocide,0,4,0
Vibrio parahaemolyticus,Animal feces,biocide,0,20,0
Vibrio parahaemolyticus,Farm,biocide,,,
Vibrio parahaemolyticus,Egg,biocide,,,
Vibrio parahaemolyticus,Farm sewage,biocide,,,
Vibrio parahaemolyticus,Fish/Seafood,biocide,34,2356,1.443123939
Vibrio parahaemolyticus,Food,biocide,0,28,0
Vibrio parahaemolyticus,Meat,biocide,0,15,0
Vibrio parahaemolyticus,Reptile,biocide,,,
Vibrio parahaemolyticus,Cider,biocide,,,
Vibrio parahaemolyticus,Dairy,biocide,,,
Vibrio parahaemolyticus,Slaughterhouse,biocide,0,3,0
Vibrio parahaemolyticus,Farm water,biocide,,,
Vibrio parahaemolyticus,Flour,biocide,,,
Vibrio parahaemolyticus,Fruit/vegetables,biocide,0,1,0
Vibrio parahaemolyticus,Seeds,biocide,,,
Vibrio parahaemolyticus,Spice_Herbs,biocide,0,4,0
Vibrio parahaemolyticus,Insect,biocide,,,
Vibrio parahaemolyticus,Nuts,biocide,,,
Vibrio parahaemolyticus,Plant,biocide,,,
Vibrio parahaemolyticus,Sewage,biocide,,,
Vibrio parahaemolyticus,Wastewater,biocide,,,
Vibrio parahaemolyticus,Water,biocide,0,247,0
Vibrio parahaemolyticus,Tea,biocide,,,
Vibrio parahaemolyticus,Clinical,Metal,0,702,0
Vibrio parahaemolyticus,Animal,Metal,0,130,0
Vibrio parahaemolyticus,Animal environment,Metal,0,4,0
Vibrio parahaemolyticus,Animal feces,Metal,0,20,0
Vibrio parahaemolyticus,Farm,Metal,,,
Vibrio parahaemolyticus,Egg,Metal,,,
Vibrio parahaemolyticus,Farm sewage,Metal,,,
Vibrio parahaemolyticus,Fish/Seafood,Metal,64,2356,2.716468591
Vibrio parahaemolyticus,Food,Metal,0,28,0
Vibrio parahaemolyticus,Meat,Metal,0,15,0
Vibrio parahaemolyticus,Reptile,Metal,,,
Vibrio parahaemolyticus,Cider,Metal,,,
Vibrio parahaemolyticus,Dairy,Metal,,,
Vibrio parahaemolyticus,Slaughterhouse,Metal,0,3,0
Vibrio parahaemolyticus,Farm water,Metal,,,
Vibrio parahaemolyticus,Flour,Metal,,,
Vibrio parahaemolyticus,Fruit/vegetables,Metal,0,1,0
Vibrio parahaemolyticus,Seeds,Metal,,,
Vibrio parahaemolyticus,Spice_Herbs,Metal,0,4,0
Vibrio parahaemolyticus,Insect,Metal,,,
Vibrio parahaemolyticus,Nuts,Metal,,,
Vibrio parahaemolyticus,Plant,Metal,,,
Vibrio parahaemolyticus,Sewage,Metal,,,
Vibrio parahaemolyticus,Wastewater,Metal,,,
Vibrio parahaemolyticus,Water,Metal,4,247,1.619433198
Vibrio parahaemolyticus,Tea,Metal,,,
Vibrio vulnificus,Clinical,aminoglycoside,0,69,0
Vibrio vulnificus,Animal,aminoglycoside,2,2,100
Vibrio vulnificus,Animal environment,aminoglycoside,0,2,0
Vibrio vulnificus,Animal feces,aminoglycoside,,,
Vibrio vulnificus,Farm,aminoglycoside,,,
Vibrio vulnificus,Egg,aminoglycoside,,,
Vibrio vulnificus,Farm sewage,aminoglycoside,,,
Vibrio vulnificus,Fish/Seafood,aminoglycoside,0,264,0
Vibrio vulnificus,Food,aminoglycoside,,,
Vibrio vulnificus,Meat,aminoglycoside,0,81,0
Vibrio vulnificus,Reptile,aminoglycoside,,,
Vibrio vulnificus,Cider,aminoglycoside,,,
Vibrio vulnificus,Dairy,aminoglycoside,,,
Vibrio vulnificus,Slaughterhouse,aminoglycoside,,,
Vibrio vulnificus,Farm water,aminoglycoside,,,
Vibrio vulnificus,Flour,aminoglycoside,,,
Vibrio vulnificus,Fruit/vegetables,aminoglycoside,,,
Vibrio vulnificus,Seeds,aminoglycoside,,,
Vibrio vulnificus,Spice_Herbs,aminoglycoside,,,
Vibrio vulnificus,Insect,aminoglycoside,,,
Vibrio vulnificus,Nuts,aminoglycoside,,,
Vibrio vulnificus,Plant,aminoglycoside,,,
Vibrio vulnificus,Sewage,aminoglycoside,,,
Vibrio vulnificus,Wastewater,aminoglycoside,,,
Vibrio vulnificus,Water,aminoglycoside,1,70,1.428571429
Vibrio vulnificus,Tea,aminoglycoside,,,
Vibrio vulnificus,Clinical,betalactam,50,69,72.46376812
Vibrio vulnificus,Animal,betalactam,2,2,100
Vibrio vulnificus,Animal environment,betalactam,2,2,100
Vibrio vulnificus,Animal feces,betalactam,,,
Vibrio vulnificus,Farm,betalactam,,,
Vibrio vulnificus,Egg,betalactam,,,
Vibrio vulnificus,Farm sewage,betalactam,,,
Vibrio vulnificus,Fish/Seafood,betalactam,246,264,93.18181818
Vibrio vulnificus,Food,betalactam,,,
Vibrio vulnificus,Meat,betalactam,60,81,74.07407407
Vibrio vulnificus,Reptile,betalactam,,,
Vibrio vulnificus,Cider,betalactam,,,
Vibrio vulnificus,Dairy,betalactam,,,
Vibrio vulnificus,Slaughterhouse,betalactam,,,
Vibrio vulnificus,Farm water,betalactam,,,
Vibrio vulnificus,Flour,betalactam,,,
Vibrio vulnificus,Fruit/vegetables,betalactam,,,
Vibrio vulnificus,Seeds,betalactam,,,
Vibrio vulnificus,Spice_Herbs,betalactam,,,
Vibrio vulnificus,Insect,betalactam,,,
Vibrio vulnificus,Nuts,betalactam,,,
Vibrio vulnificus,Plant,betalactam,,,
Vibrio vulnificus,Sewage,betalactam,,,
Vibrio vulnificus,Wastewater,betalactam,,,
Vibrio vulnificus,Water,betalactam,66,70,94.28571429
Vibrio vulnificus,Tea,betalactam,,,
Vibrio vulnificus,Clinical,bleomycin,0,69,0
Vibrio vulnificus,Animal,bleomycin,0,2,0
Vibrio vulnificus,Animal environment,bleomycin,0,2,0
Vibrio vulnificus,Animal feces,bleomycin,,,
Vibrio vulnificus,Farm,bleomycin,,,
Vibrio vulnificus,Egg,bleomycin,,,
Vibrio vulnificus,Farm sewage,bleomycin,,,
Vibrio vulnificus,Fish/Seafood,bleomycin,0,264,0
Vibrio vulnificus,Food,bleomycin,,,
Vibrio vulnificus,Meat,bleomycin,0,81,0
Vibrio vulnificus,Reptile,bleomycin,,,
Vibrio vulnificus,Cider,bleomycin,,,
Vibrio vulnificus,Dairy,bleomycin,,,
Vibrio vulnificus,Slaughterhouse,bleomycin,,,
Vibrio vulnificus,Farm water,bleomycin,,,
Vibrio vulnificus,Flour,bleomycin,,,
Vibrio vulnificus,Fruit/vegetables,bleomycin,,,
Vibrio vulnificus,Seeds,bleomycin,,,
Vibrio vulnificus,Spice_Herbs,bleomycin,,,
Vibrio vulnificus,Insect,bleomycin,,,
Vibrio vulnificus,Nuts,bleomycin,,,
Vibrio vulnificus,Plant,bleomycin,,,
Vibrio vulnificus,Sewage,bleomycin,,,
Vibrio vulnificus,Wastewater,bleomycin,,,
Vibrio vulnificus,Water,bleomycin,0,70,0
Vibrio vulnificus,Tea,bleomycin,,,
Vibrio vulnificus,Clinical,fosfomycin,2,69,2.898550725
Vibrio vulnificus,Animal,fosfomycin,0,2,0
Vibrio vulnificus,Animal environment,fosfomycin,0,2,0
Vibrio vulnificus,Animal feces,fosfomycin,,,
Vibrio vulnificus,Farm,fosfomycin,,,
Vibrio vulnificus,Egg,fosfomycin,,,
Vibrio vulnificus,Farm sewage,fosfomycin,,,
Vibrio vulnificus,Fish/Seafood,fosfomycin,4,264,1.515151515
Vibrio vulnificus,Food,fosfomycin,,,
Vibrio vulnificus,Meat,fosfomycin,3,81,3.703703704
Vibrio vulnificus,Reptile,fosfomycin,,,
Vibrio vulnificus,Cider,fosfomycin,,,
Vibrio vulnificus,Dairy,fosfomycin,,,
Vibrio vulnificus,Slaughterhouse,fosfomycin,,,
Vibrio vulnificus,Farm water,fosfomycin,,,
Vibrio vulnificus,Flour,fosfomycin,,,
Vibrio vulnificus,Fruit/vegetables,fosfomycin,,,
Vibrio vulnificus,Seeds,fosfomycin,,,
Vibrio vulnificus,Spice_Herbs,fosfomycin,,,
Vibrio vulnificus,Insect,fosfomycin,,,
Vibrio vulnificus,Nuts,fosfomycin,,,
Vibrio vulnificus,Plant,fosfomycin,,,
Vibrio vulnificus,Sewage,fosfomycin,,,
Vibrio vulnificus,Wastewater,fosfomycin,,,
Vibrio vulnificus,Water,fosfomycin,0,70,0
Vibrio vulnificus,Tea,fosfomycin,,,
Vibrio vulnificus,Clinical,fusidic acid,0,69,0
Vibrio vulnificus,Animal,fusidic acid,0,2,0
Vibrio vulnificus,Animal environment,fusidic acid,0,2,0
Vibrio vulnificus,Animal feces,fusidic acid,,,
Vibrio vulnificus,Farm,fusidic acid,,,
Vibrio vulnificus,Egg,fusidic acid,,,
Vibrio vulnificus,Farm sewage,fusidic acid,,,
Vibrio vulnificus,Fish/Seafood,fusidic acid,0,264,0
Vibrio vulnificus,Food,fusidic acid,,,
Vibrio vulnificus,Meat,fusidic acid,0,81,0
Vibrio vulnificus,Reptile,fusidic acid,,,
Vibrio vulnificus,Cider,fusidic acid,,,
Vibrio vulnificus,Dairy,fusidic acid,,,
Vibrio vulnificus,Slaughterhouse,fusidic acid,,,
Vibrio vulnificus,Farm water,fusidic acid,,,
