Genus,Source,Class,number,total,Percent
Acinetobacter,Egg,"lincosamide,",0,2,0
Acinetobacter,Farm sewage,"lincosamide,",,,
Acinetobacter,Fish/Seafood,"lincosamide,",0,2,0
Acinetobacter,Food,"lincosamide,",,,
Acinetobacter,Meat,"lincosamide,",0,3339,0
Acinetobacter,Reptile,"lincosamide,",,,
Acinetobacter,Cider,"lincosamide,",,,
Acinetobacter,Dairy,"lincosamide,",,,
Acinetobacter,Slaughterhouse,"lincosamide,",,,
Acinetobacter,Farm water,"lincosamide,",,,
Acinetobacter,Flour,"lincosamide,",,,
Acinetobacter,Fruit/vegetables,"lincosamide,",0,3,0
Acinetobacter,Seeds,"lincosamide,",,,
Acinetobacter,Spice_Herbs,"lincosamide,",,,
Acinetobacter,Insect,"lincosamide,",,,
Acinetobacter,Nuts,"lincosamide,",,,
Acinetobacter,Plant,"lincosamide,",0,5,0
Acinetobacter,Sewage,"lincosamide,",,,
Acinetobacter,Wastewater,"lincosamide,",0,2,0
Acinetobacter,Water,"lincosamide,",0,18,0
Acinetobacter,Tea,"lincosamide,",,,
Acinetobacter,Clinical,lincosamide_streptogramin,0,8157,0
Acinetobacter,Animal,lincosamide_streptogramin,0,78,0
Acinetobacter,Animal environment,lincosamide_streptogramin,,,
Acinetobacter,Animal feces,lincosamide_streptogramin,,,
Acinetobacter,Farm,lincosamide_streptogramin,,,
Acinetobacter,Egg,lincosamide_streptogramin,0,2,0
Acinetobacter,Farm sewage,lincosamide_streptogramin,,,
Acinetobacter,Fish/Seafood,lincosamide_streptogramin,0,2,0
Acinetobacter,Food,lincosamide_streptogramin,,,
Acinetobacter,Meat,lincosamide_streptogramin,0,3339,0
Acinetobacter,Reptile,lincosamide_streptogramin,,,
Acinetobacter,Cider,lincosamide_streptogramin,,,
Acinetobacter,Dairy,lincosamide_streptogramin,,,
Acinetobacter,Slaughterhouse,lincosamide_streptogramin,,,
Acinetobacter,Farm water,lincosamide_streptogramin,,,
Acinetobacter,Flour,lincosamide_streptogramin,,,
Acinetobacter,Fruit/vegetables,lincosamide_streptogramin,0,3,0
Acinetobacter,Seeds,lincosamide_streptogramin,,,
Acinetobacter,Spice_Herbs,lincosamide_streptogramin,,,
Acinetobacter,Insect,lincosamide_streptogramin,,,
Acinetobacter,Nuts,lincosamide_streptogramin,,,
Acinetobacter,Plant,lincosamide_streptogramin,0,5,0
Acinetobacter,Sewage,lincosamide_streptogramin,,,
Acinetobacter,Wastewater,lincosamide_streptogramin,0,2,0
Acinetobacter,Water,lincosamide_streptogramin,0,18,0
Acinetobacter,Tea,lincosamide_streptogramin,,,
Acinetobacter,Clinical,mupirocin,0,8157,0
Acinetobacter,Animal,mupirocin,0,78,0
Acinetobacter,Animal environment,mupirocin,,,
Acinetobacter,Animal feces,mupirocin,,,
Acinetobacter,Farm,mupirocin,,,
Acinetobacter,Egg,mupirocin,0,2,0
Acinetobacter,Farm sewage,mupirocin,,,
Acinetobacter,Fish/Seafood,mupirocin,0,2,0
Acinetobacter,Food,mupirocin,,,
Acinetobacter,Meat,mupirocin,0,3339,0
Acinetobacter,Reptile,mupirocin,,,
Acinetobacter,Cider,mupirocin,,,
Acinetobacter,Dairy,mupirocin,,,
Acinetobacter,Slaughterhouse,mupirocin,,,
Acinetobacter,Farm water,mupirocin,,,
Acinetobacter,Flour,mupirocin,,,
Acinetobacter,Fruit/vegetables,mupirocin,0,3,0
Acinetobacter,Seeds,mupirocin,,,
Acinetobacter,Spice_Herbs,mupirocin,,,
Acinetobacter,Insect,mupirocin,,,
Acinetobacter,Nuts,mupirocin,,,
Acinetobacter,Plant,mupirocin,0,5,0
Acinetobacter,Sewage,mupirocin,,,
Acinetobacter,Wastewater,mupirocin,0,2,0
Acinetobacter,Water,mupirocin,0,18,0
Acinetobacter,Tea,mupirocin,,,
Acinetobacter,Clinical,nitroimidazole,0,8157,0
Acinetobacter,Animal,nitroimidazole,0,78,0
Acinetobacter,Animal environment,nitroimidazole,,,
Acinetobacter,Animal feces,nitroimidazole,,,
Acinetobacter,Farm,nitroimidazole,,,
Acinetobacter,Egg,nitroimidazole,0,2,0
Acinetobacter,Farm sewage,nitroimidazole,,,
Acinetobacter,Fish/Seafood,nitroimidazole,0,2,0
Acinetobacter,Food,nitroimidazole,,,
Acinetobacter,Meat,nitroimidazole,0,3339,0
Acinetobacter,Reptile,nitroimidazole,,,
Acinetobacter,Cider,nitroimidazole,,,
Acinetobacter,Dairy,nitroimidazole,,,
Acinetobacter,Slaughterhouse,nitroimidazole,,,
Acinetobacter,Farm water,nitroimidazole,,,
Acinetobacter,Flour,nitroimidazole,,,
Acinetobacter,Fruit/vegetables,nitroimidazole,0,3,0
Acinetobacter,Seeds,nitroimidazole,,,
Acinetobacter,Spice_Herbs,nitroimidazole,,,
Acinetobacter,Insect,nitroimidazole,,,
Acinetobacter,Nuts,nitroimidazole,,,
Acinetobacter,Plant,nitroimidazole,0,5,0
Acinetobacter,Sewage,nitroimidazole,,,
Acinetobacter,Wastewater,nitroimidazole,0,2,0
Acinetobacter,Water,nitroimidazole,0,18,0
Acinetobacter,Tea,nitroimidazole,,,
Acinetobacter,Clinical,phenicol,2159,8157,26.46806424
Acinetobacter,Animal,phenicol,6,78,7.692307692
Acinetobacter,Animal environment,phenicol,,,
Acinetobacter,Animal feces,phenicol,,,
Acinetobacter,Farm,phenicol,,,
Acinetobacter,Egg,phenicol,0,2,0
Acinetobacter,Farm sewage,phenicol,,,
Acinetobacter,Fish/Seafood,phenicol,0,2,0
Acinetobacter,Food,phenicol,,,
Acinetobacter,Meat,phenicol,999,3339,29.91913747
Acinetobacter,Reptile,phenicol,,,
Acinetobacter,Cider,phenicol,,,
Acinetobacter,Dairy,phenicol,,,
Acinetobacter,Slaughterhouse,phenicol,,,
Acinetobacter,Farm water,phenicol,,,
Acinetobacter,Flour,phenicol,,,
Acinetobacter,Fruit/vegetables,phenicol,0,3,0
Acinetobacter,Seeds,phenicol,,,
Acinetobacter,Spice_Herbs,phenicol,,,
Acinetobacter,Insect,phenicol,,,
Acinetobacter,Nuts,phenicol,,,
Acinetobacter,Plant,phenicol,0,5,0
Acinetobacter,Sewage,phenicol,,,
Acinetobacter,Wastewater,phenicol,0,2,0
Acinetobacter,Water,phenicol,0,18,0
Acinetobacter,Tea,phenicol,,,
Acinetobacter,Clinical,pluromutilin,0,8157,0
Acinetobacter,Animal,pluromutilin,0,78,0
Acinetobacter,Animal environment,pluromutilin,,,
Acinetobacter,Animal feces,pluromutilin,,,
Acinetobacter,Farm,pluromutilin,,,
Acinetobacter,Egg,pluromutilin,0,2,0
Acinetobacter,Farm sewage,pluromutilin,,,
Acinetobacter,Fish/Seafood,pluromutilin,0,2,0
Acinetobacter,Food,pluromutilin,,,
Acinetobacter,Meat,pluromutilin,0,3339,0
Acinetobacter,Reptile,pluromutilin,,,
Acinetobacter,Cider,pluromutilin,,,
Acinetobacter,Dairy,pluromutilin,,,
Acinetobacter,Slaughterhouse,pluromutilin,,,
Acinetobacter,Farm water,pluromutilin,,,
Acinetobacter,Flour,pluromutilin,,,
Acinetobacter,Fruit/vegetables,pluromutilin,0,3,0
Acinetobacter,Seeds,pluromutilin,,,
Acinetobacter,Spice_Herbs,pluromutilin,,,
Acinetobacter,Insect,pluromutilin,,,
Acinetobacter,Nuts,pluromutilin,,,
Acinetobacter,Plant,pluromutilin,0,5,0
Acinetobacter,Sewage,pluromutilin,,,
Acinetobacter,Wastewater,pluromutilin,0,2,0
Acinetobacter,Water,pluromutilin,0,18,0
Acinetobacter,Tea,pluromutilin,,,
Acinetobacter,Clinical,polymyxin,4,8157,0.049037636
Acinetobacter,Animal,polymyxin,0,78,0
Acinetobacter,Animal environment,polymyxin,,,
Acinetobacter,Animal feces,polymyxin,,,
Acinetobacter,Farm,polymyxin,,,
Acinetobacter,Egg,polymyxin,0,2,0
Acinetobacter,Farm sewage,polymyxin,,,
Acinetobacter,Fish/Seafood,polymyxin,0,2,0
Acinetobacter,Food,polymyxin,,,
Acinetobacter,Meat,polymyxin,3,3339,0.08984726
Acinetobacter,Reptile,polymyxin,,,
Acinetobacter,Cider,polymyxin,,,
Acinetobacter,Dairy,polymyxin,,,
Acinetobacter,Slaughterhouse,polymyxin,,,
Acinetobacter,Farm water,polymyxin,,,
Acinetobacter,Flour,polymyxin,,,
Acinetobacter,Fruit/vegetables,polymyxin,0,3,0
Acinetobacter,Seeds,polymyxin,,,
Acinetobacter,Spice_Herbs,polymyxin,,,
Acinetobacter,Insect,polymyxin,,,
Acinetobacter,Nuts,polymyxin,,,
Acinetobacter,Plant,polymyxin,0,5,0
Acinetobacter,Sewage,polymyxin,,,
Acinetobacter,Wastewater,polymyxin,0,2,0
Acinetobacter,Water,polymyxin,0,18,0
Acinetobacter,Tea,polymyxin,,,
Acinetobacter,Clinical,quinolone,6913,8157,84.74929508
Acinetobacter,Animal,quinolone,56,78,71.79487179
Acinetobacter,Animal environment,quinolone,,,
Acinetobacter,Animal feces,quinolone,,,
Acinetobacter,Farm,quinolone,,,
Acinetobacter,Egg,quinolone,0,2,0
Acinetobacter,Farm sewage,quinolone,,,
Acinetobacter,Fish/Seafood,quinolone,0,2,0
Acinetobacter,Food,quinolone,,,
Acinetobacter,Meat,quinolone,2904,3339,86.97214735
Acinetobacter,Reptile,quinolone,,,
Acinetobacter,Cider,quinolone,,,
Acinetobacter,Dairy,quinolone,,,
Acinetobacter,Slaughterhouse,quinolone,,,
Acinetobacter,Farm water,quinolone,,,
Acinetobacter,Flour,quinolone,,,
Acinetobacter,Fruit/vegetables,quinolone,0,3,0
Acinetobacter,Seeds,quinolone,,,
Acinetobacter,Spice_Herbs,quinolone,,,
Acinetobacter,Insect,quinolone,,,
Acinetobacter,Nuts,quinolone,,,
Acinetobacter,Plant,quinolone,0,5,0
Acinetobacter,Sewage,quinolone,,,
Acinetobacter,Wastewater,quinolone,2,2,100
Acinetobacter,Water,quinolone,0,18,0
Acinetobacter,Tea,quinolone,,,
Acinetobacter,Clinical,rifamycin,316,8157,3.873973274
Acinetobacter,Animal,rifamycin,0,78,0
Acinetobacter,Animal environment,rifamycin,,,
Acinetobacter,Animal feces,rifamycin,,,
Acinetobacter,Farm,rifamycin,,,
Acinetobacter,Egg,rifamycin,0,2,0
Acinetobacter,Farm sewage,rifamycin,,,
Acinetobacter,Fish/Seafood,rifamycin,0,2,0
Acinetobacter,Food,rifamycin,,,
Acinetobacter,Meat,rifamycin,150,3339,4.492362983
Acinetobacter,Reptile,rifamycin,,,
Acinetobacter,Cider,rifamycin,,,
Acinetobacter,Dairy,rifamycin,,,
Acinetobacter,Slaughterhouse,rifamycin,,,
Acinetobacter,Farm water,rifamycin,,,
Acinetobacter,Flour,rifamycin,,,
Acinetobacter,Fruit/vegetables,rifamycin,0,3,0
Acinetobacter,Seeds,rifamycin,,,
Acinetobacter,Spice_Herbs,rifamycin,,,
Acinetobacter,Insect,rifamycin,,,
Acinetobacter,Nuts,rifamycin,,,
Acinetobacter,Plant,rifamycin,0,5,0
Acinetobacter,Sewage,rifamycin,,,
Acinetobacter,Wastewater,rifamycin,0,2,0
Acinetobacter,Water,rifamycin,0,18,0
Acinetobacter,Tea,rifamycin,,,
Acinetobacter,Clinical,streptogramin,0,8157,0
Acinetobacter,Animal,streptogramin,0,78,0
Acinetobacter,Animal environment,streptogramin,,,
Acinetobacter,Animal feces,streptogramin,,,
Acinetobacter,Farm,streptogramin,,,
Acinetobacter,Egg,streptogramin,0,2,0
Acinetobacter,Farm sewage,streptogramin,,,
Acinetobacter,Fish/Seafood,streptogramin,0,2,0
Acinetobacter,Food,streptogramin,,,
Acinetobacter,Meat,streptogramin,0,3339,0
Acinetobacter,Reptile,streptogramin,,,
Acinetobacter,Cider,streptogramin,,,
Acinetobacter,Dairy,streptogramin,,,
Acinetobacter,Slaughterhouse,streptogramin,,,
Acinetobacter,Farm water,streptogramin,,,
Acinetobacter,Flour,streptogramin,,,
Acinetobacter,Fruit/vegetables,streptogramin,0,3,0
Acinetobacter,Seeds,streptogramin,,,
Acinetobacter,Spice_Herbs,streptogramin,,,
Acinetobacter,Insect,streptogramin,,,
Acinetobacter,Nuts,streptogramin,,,
Acinetobacter,Plant,streptogramin,0,5,0
Acinetobacter,Sewage,streptogramin,,,
Acinetobacter,Wastewater,streptogramin,0,2,0
Acinetobacter,Water,streptogramin,0,18,0
Acinetobacter,Tea,streptogramin,,,
Acinetobacter,Clinical,streptothricin,0,8157,0
Acinetobacter,Animal,streptothricin,0,78,0
Acinetobacter,Animal environment,streptothricin,,,
Acinetobacter,Animal feces,streptothricin,,,
Acinetobacter,Farm,streptothricin,,,
Acinetobacter,Egg,streptothricin,0,2,0
Acinetobacter,Farm sewage,streptothricin,,,
Acinetobacter,Fish/Seafood,streptothricin,0,2,0
Acinetobacter,Food,streptothricin,,,
Acinetobacter,Meat,streptothricin,0,3339,0
Acinetobacter,Reptile,streptothricin,,,
Acinetobacter,Cider,streptothricin,,,
Acinetobacter,Dairy,streptothricin,,,
Acinetobacter,Slaughterhouse,streptothricin,,,
Acinetobacter,Farm water,streptothricin,,,
Acinetobacter,Flour,streptothricin,,,
Acinetobacter,Fruit/vegetables,streptothricin,0,3,0
Acinetobacter,Seeds,streptothricin,,,
Acinetobacter,Spice_Herbs,streptothricin,,,
Acinetobacter,Insect,streptothricin,,,
Acinetobacter,Nuts,streptothricin,,,
Acinetobacter,Plant,streptothricin,0,5,0
Acinetobacter,Sewage,streptothricin,,,
Acinetobacter,Wastewater,streptothricin,0,2,0
Acinetobacter,Water,streptothricin,0,18,0
Acinetobacter,Tea,streptothricin,,,
Acinetobacter,Clinical,sulphonamide,5847,8157,71.68076499
Acinetobacter,Animal,sulphonamide,32,78,41.02564103
Acinetobacter,Animal environment,sulphonamide,,,
Acinetobacter,Animal feces,sulphonamide,,,
Acinetobacter,Farm,sulphonamide,,,
Acinetobacter,Egg,sulphonamide,0,2,0
Acinetobacter,Farm sewage,sulphonamide,,,
Acinetobacter,Fish/Seafood,sulphonamide,0,2,0
Acinetobacter,Food,sulphonamide,,,
Acinetobacter,Meat,sulphonamide,2514,3339,75.29200359
Acinetobacter,Reptile,sulphonamide,,,
Acinetobacter,Cider,sulphonamide,,,
Acinetobacter,Dairy,sulphonamide,,,
Acinetobacter,Slaughterhouse,sulphonamide,,,
Acinetobacter,Farm water,sulphonamide,,,
Acinetobacter,Flour,sulphonamide,,,
Acinetobacter,Fruit/vegetables,sulphonamide,0,3,0
Acinetobacter,Seeds,sulphonamide,,,
Acinetobacter,Spice_Herbs,sulphonamide,,,
Acinetobacter,Insect,sulphonamide,,,
Acinetobacter,Nuts,sulphonamide,,,
Acinetobacter,Plant,sulphonamide,1,5,20
Acinetobacter,Sewage,sulphonamide,,,
Acinetobacter,Wastewater,sulphonamide,2,2,100
Acinetobacter,Water,sulphonamide,0,18,0
Acinetobacter,Tea,sulphonamide,,,
Acinetobacter,Clinical,tetracenomycin,0,8157,0
Acinetobacter,Animal,tetracenomycin,0,78,0
Acinetobacter,Animal environment,tetracenomycin,,,
Acinetobacter,Animal feces,tetracenomycin,,,
Acinetobacter,Farm,tetracenomycin,,,
Acinetobacter,Egg,tetracenomycin,0,2,0
Acinetobacter,Farm sewage,tetracenomycin,,,
Acinetobacter,Fish/Seafood,tetracenomycin,0,2,0
Acinetobacter,Food,tetracenomycin,,,
Acinetobacter,Meat,tetracenomycin,0,3339,0
Acinetobacter,Reptile,tetracenomycin,,,
Acinetobacter,Cider,tetracenomycin,,,
Acinetobacter,Dairy,tetracenomycin,,,
Acinetobacter,Slaughterhouse,tetracenomycin,,,
Acinetobacter,Farm water,tetracenomycin,,,
Acinetobacter,Flour,tetracenomycin,,,
Acinetobacter,Fruit/vegetables,tetracenomycin,0,3,0
Acinetobacter,Seeds,tetracenomycin,,,
Acinetobacter,Spice_Herbs,tetracenomycin,,,
Acinetobacter,Insect,tetracenomycin,,,
Acinetobacter,Nuts,tetracenomycin,,,
Acinetobacter,Plant,tetracenomycin,0,5,0
Acinetobacter,Sewage,tetracenomycin,,,
Acinetobacter,Wastewater,tetracenomycin,0,2,0
Acinetobacter,Water,tetracenomycin,0,18,0
Acinetobacter,Tea,tetracenomycin,,,
Acinetobacter,Clinical,tetracycline,4753,8157,58.26897144
Acinetobacter,Animal,tetracycline,38,78,48.71794872
Acinetobacter,Animal environment,tetracycline,,,
Acinetobacter,Animal feces,tetracycline,,,
Acinetobacter,Farm,tetracycline,,,
Acinetobacter,Egg,tetracycline,0,2,0
Acinetobacter,Farm sewage,tetracycline,,,
Acinetobacter,Fish/Seafood,tetracycline,0,2,0
Acinetobacter,Food,tetracycline,,,
Acinetobacter,Meat,tetracycline,1977,3339,59.20934412
Acinetobacter,Reptile,tetracycline,,,
Acinetobacter,Cider,tetracycline,,,
Acinetobacter,Dairy,tetracycline,,,
Acinetobacter,Slaughterhouse,tetracycline,,,
Acinetobacter,Farm water,tetracycline,,,
Acinetobacter,Flour,tetracycline,,,
Acinetobacter,Fruit/vegetables,tetracycline,0,3,0
Acinetobacter,Seeds,tetracycline,,,
Acinetobacter,Spice_Herbs,tetracycline,,,
Acinetobacter,Insect,tetracycline,,,
Acinetobacter,Nuts,tetracycline,,,
Acinetobacter,Plant,tetracycline,1,5,20
Acinetobacter,Sewage,tetracycline,,,
Acinetobacter,Wastewater,tetracycline,0,2,0
Acinetobacter,Water,tetracycline,1,18,5.555555556
Acinetobacter,Tea,tetracycline,,,
Acinetobacter,Clinical,thiostrepton,0,8157,0
Acinetobacter,Animal,thiostrepton,0,78,0
Acinetobacter,Animal environment,thiostrepton,,,
Acinetobacter,Animal feces,thiostrepton,,,
Acinetobacter,Farm,thiostrepton,,,
Acinetobacter,Egg,thiostrepton,0,2,0
Acinetobacter,Farm sewage,thiostrepton,,,
Acinetobacter,Fish/Seafood,thiostrepton,0,2,0
Acinetobacter,Food,thiostrepton,,,
Acinetobacter,Meat,thiostrepton,0,3339,0
Acinetobacter,Reptile,thiostrepton,,,
Acinetobacter,Cider,thiostrepton,,,
Acinetobacter,Dairy,thiostrepton,,,
Acinetobacter,Slaughterhouse,thiostrepton,,,
Acinetobacter,Farm water,thiostrepton,,,
Acinetobacter,Flour,thiostrepton,,,
Acinetobacter,Fruit/vegetables,thiostrepton,0,3,0
Acinetobacter,Seeds,thiostrepton,,,
Acinetobacter,Spice_Herbs,thiostrepton,,,
Acinetobacter,Insect,thiostrepton,,,
Acinetobacter,Nuts,thiostrepton,,,
Acinetobacter,Plant,thiostrepton,0,5,0
Acinetobacter,Sewage,thiostrepton,,,
Acinetobacter,Wastewater,thiostrepton,0,2,0
Acinetobacter,Water,thiostrepton,0,18,0
Acinetobacter,Tea,thiostrepton,,,
Acinetobacter,Clinical,trimethoprim,436,8157,5.345102366
Acinetobacter,Animal,trimethoprim,6,78,7.692307692
Acinetobacter,Animal environment,trimethoprim,,,
Acinetobacter,Animal feces,trimethoprim,,,
Acinetobacter,Farm,trimethoprim,,,
Acinetobacter,Egg,trimethoprim,0,2,0
Acinetobacter,Farm sewage,trimethoprim,,,
Acinetobacter,Fish/Seafood,trimethoprim,0,2,0
Acinetobacter,Food,trimethoprim,,,
Acinetobacter,Meat,trimethoprim,156,3339,4.672057502
Acinetobacter,Reptile,trimethoprim,,,
Acinetobacter,Cider,trimethoprim,,,
Acinetobacter,Dairy,trimethoprim,,,
Acinetobacter,Slaughterhouse,trimethoprim,,,
Acinetobacter,Farm water,trimethoprim,,,
Acinetobacter,Flour,trimethoprim,,,
Acinetobacter,Fruit/vegetables,trimethoprim,0,3,0
Acinetobacter,Seeds,trimethoprim,,,
Acinetobacter,Spice_Herbs,trimethoprim,,,
Acinetobacter,Insect,trimethoprim,,,
Acinetobacter,Nuts,trimethoprim,,,
Acinetobacter,Plant,trimethoprim,0,5,0
Acinetobacter,Sewage,trimethoprim,,,
Acinetobacter,Wastewater,trimethoprim,0,2,0
Acinetobacter,Water,trimethoprim,0,18,0
Acinetobacter,Tea,trimethoprim,,,
Acinetobacter,Clinical,tuberactinomycin,0,8157,0
Acinetobacter,Animal,tuberactinomycin,0,78,0
Acinetobacter,Animal environment,tuberactinomycin,,,
Acinetobacter,Animal feces,tuberactinomycin,,,
Acinetobacter,Farm,tuberactinomycin,,,
Acinetobacter,Egg,tuberactinomycin,0,2,0
Acinetobacter,Farm sewage,tuberactinomycin,,,
Acinetobacter,Fish/Seafood,tuberactinomycin,0,2,0
Acinetobacter,Food,tuberactinomycin,,,
Acinetobacter,Meat,tuberactinomycin,0,3339,0
Acinetobacter,Reptile,tuberactinomycin,,,
Acinetobacter,Cider,tuberactinomycin,,,
Acinetobacter,Dairy,tuberactinomycin,,,
Acinetobacter,Slaughterhouse,tuberactinomycin,,,
Acinetobacter,Farm water,tuberactinomycin,,,
Acinetobacter,Flour,tuberactinomycin,,,
Acinetobacter,Fruit/vegetables,tuberactinomycin,0,3,0
Acinetobacter,Seeds,tuberactinomycin,,,
Acinetobacter,Spice_Herbs,tuberactinomycin,,,
Acinetobacter,Insect,tuberactinomycin,,,
Acinetobacter,Nuts,tuberactinomycin,,,
Acinetobacter,Plant,tuberactinomycin,0,5,0
Acinetobacter,Sewage,tuberactinomycin,,,
Acinetobacter,Wastewater,tuberactinomycin,0,2,0
Acinetobacter,Water,tuberactinomycin,0,18,0
Acinetobacter,Tea,tuberactinomycin,,,
Acinetobacter,Clinical,biocide,3486,8157,42.73630011
Acinetobacter,Animal,biocide,8,78,10.25641026
Acinetobacter,Animal environment,biocide,,,
Acinetobacter,Animal feces,biocide,,,
Acinetobacter,Farm,biocide,,,
Acinetobacter,Egg,biocide,0,2,0
Acinetobacter,Farm sewage,biocide,,,
Acinetobacter,Fish/Seafood,biocide,0,2,0
Acinetobacter,Food,biocide,,,
Acinetobacter,Meat,biocide,1338,3339,40.07187781
Acinetobacter,Reptile,biocide,,,
Acinetobacter,Cider,biocide,,,
Acinetobacter,Dairy,biocide,,,
Acinetobacter,Slaughterhouse,biocide,,,
Acinetobacter,Farm water,biocide,,,
Acinetobacter,Flour,biocide,,,
Acinetobacter,Fruit/vegetables,biocide,0,3,0
Acinetobacter,Seeds,biocide,,,
Acinetobacter,Spice_Herbs,biocide,,,
Acinetobacter,Insect,biocide,,,
Acinetobacter,Nuts,biocide,,,
Acinetobacter,Plant,biocide,0,5,0
Acinetobacter,Sewage,biocide,,,
Acinetobacter,Wastewater,biocide,0,2,0
Acinetobacter,Water,biocide,0,18,0
Acinetobacter,Tea,biocide,,,
Acinetobacter,Clinical,Metal,8119,8157,99.53414245
Acinetobacter,Animal,Metal,78,78,100
Acinetobacter,Animal environment,Metal,,,
Acinetobacter,Animal feces,Metal,,,
Acinetobacter,Farm,Metal,,,
Acinetobacter,Egg,Metal,2,2,100
Acinetobacter,Farm sewage,Metal,,,
Acinetobacter,Fish/Seafood,Metal,2,2,100
Acinetobacter,Food,Metal,,,
Acinetobacter,Meat,Metal,3318,3339,99.37106918
Acinetobacter,Reptile,Metal,,,
Acinetobacter,Cider,Metal,,,
Acinetobacter,Dairy,Metal,,,
Acinetobacter,Slaughterhouse,Metal,,,
Acinetobacter,Farm water,Metal,,,
Acinetobacter,Flour,Metal,,,
Acinetobacter,Fruit/vegetables,Metal,3,3,100
Acinetobacter,Seeds,Metal,,,
Acinetobacter,Spice_Herbs,Metal,,,
Acinetobacter,Insect,Metal,,,
Acinetobacter,Nuts,Metal,,,
Acinetobacter,Plant,Metal,4,5,80
Acinetobacter,Sewage,Metal,,,
Acinetobacter,Wastewater,Metal,0,2,0
Acinetobacter,Water,Metal,18,18,100
Acinetobacter,Tea,Metal,,,
Aeromonas,Clinical,aminoglycoside,11,35,31.42857143
Aeromonas,Animal,aminoglycoside,2,4,50
Aeromonas,Animal environment,aminoglycoside,0,2,0
Aeromonas,Animal feces,aminoglycoside,4,4,100
Aeromonas,Farm,aminoglycoside,,,
Aeromonas,Egg,aminoglycoside,,,
Aeromonas,Farm sewage,aminoglycoside,,,
Aeromonas,Fish/Seafood,aminoglycoside,2,30,6.666666667
Aeromonas,Food,aminoglycoside,0,7,0
Aeromonas,Meat,aminoglycoside,6,15,40
Aeromonas,Reptile,aminoglycoside,2,2,100
Aeromonas,Cider,aminoglycoside,,,
Aeromonas,Dairy,aminoglycoside,,,
Aeromonas,Slaughterhouse,aminoglycoside,,,
Aeromonas,Farm water,aminoglycoside,,,
Aeromonas,Flour,aminoglycoside,,,
Aeromonas,Fruit/vegetables,aminoglycoside,,,
Aeromonas,Seeds,aminoglycoside,,,
Aeromonas,Spice_Herbs,aminoglycoside,,,
Aeromonas,Insect,aminoglycoside,,,
Aeromonas,Nuts,aminoglycoside,,,
Aeromonas,Plant,aminoglycoside,,,
Aeromonas,Sewage,aminoglycoside,4,4,100
Aeromonas,Wastewater,aminoglycoside,,,
Aeromonas,Water,aminoglycoside,1,9,11.11111111
Aeromonas,Tea,aminoglycoside,,,
