Species,Genus,total_genus,Source,Gene,number,total
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaCMY-2,,
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaCTX-M,,
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaGES,,
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaIMP,,
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaKPC,,
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaNDM,,
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaOXA,,
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaPER,,
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaSHV,,
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaTEM,,
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaVIM,,
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,catA,,
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,cmlA,,
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,dfrA,,
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,mec,,
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,mcr-,,
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,mcr-1,,
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,mcr-9,,
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,qnrS,,
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,sul,,
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,tet,,
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,van,,
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,gyrA,,
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,parC,,
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,parE,,
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,aac(3),141,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,aac(6')-Ib-cr,141,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,aadA,141,1
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,aph(3'')-Ib,141,1
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,aph(3'),141,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,aph(6)-Id,141,1
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaACT,141,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaCARB,141,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaCMY,141,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaCMY-2,141,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaCTX-M,141,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaGES,141,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaIMP,141,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaKPC,141,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaNDM,141,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaOXA,141,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaPER,141,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaSHV,141,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaTEM,141,1
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaVIM,141,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,catA,141,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,cmlA,141,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,dfrA,141,3
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,mec,141,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,mcr-,141,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,mcr-1,141,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,mcr-9,141,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,qnrS,141,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,sul,141,4
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,tet,141,3
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,van,141,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,gyrA,141,21
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,parC,141,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,parE,141,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,aac(3),44,1
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,aac(6')-Ib-cr,44,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,aadA,44,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,aph(3'')-Ib,44,3
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,aph(3'),44,1
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,aph(6)-Id,44,3
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaACT,44,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaCARB,44,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaCMY,44,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaCMY-2,44,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaCTX-M,44,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaGES,44,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaIMP,44,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaKPC,44,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaNDM,44,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaOXA,44,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaPER,44,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaSHV,44,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaTEM,44,4
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaVIM,44,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,catA,44,1
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,cmlA,44,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,dfrA,44,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,mec,44,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,mcr-,44,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,mcr-1,44,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,mcr-9,44,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,qnrS,44,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,sul,44,3
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,tet,44,4
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,van,44,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,gyrA,44,11
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,parC,44,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,parE,44,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,aac(3),657,2
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,aac(6')-Ib-cr,657,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,aadA,657,2
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,aph(3'')-Ib,657,10
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,aph(3'),657,2
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,aph(6)-Id,657,10
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaACT,657,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaCARB,657,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaCMY,657,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaCMY-2,657,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaCTX-M,657,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaGES,657,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaIMP,657,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaKPC,657,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaNDM,657,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaOXA,657,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaPER,657,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaSHV,657,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaTEM,657,23
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaVIM,657,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,catA,657,1
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,cmlA,657,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,dfrA,657,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,mec,657,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,mcr-,657,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,mcr-1,657,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,mcr-9,657,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,qnrS,657,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,sul,657,10
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,tet,657,22
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,van,657,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,gyrA,657,193
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,parC,657,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,parE,657,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,aac(3),4843,76
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,aac(6')-Ib-cr,4843,21
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,aadA,4843,93
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,aph(3'')-Ib,4843,109
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,aph(3'),4843,56
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,aph(6)-Id,4843,117
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaACT,4843,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaCARB,4843,2
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaCMY,4843,7
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaCMY-2,4843,7
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaCTX-M,4843,60
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaGES,4843,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaIMP,4843,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaKPC,4843,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaNDM,4843,1
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaOXA,4843,18
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaPER,4843,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaSHV,4843,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaTEM,4843,210
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaVIM,4843,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,catA,4843,9
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,cmlA,4843,42
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,dfrA,4843,77
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,mec,4843,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,mcr-,4843,2
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,mcr-1,4843,1
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,mcr-9,4843,1
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,qnrS,4843,48
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,sul,4843,176
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,tet,4843,212
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,van,4843,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,gyrA,4843,875
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,parC,4843,23
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,parE,4843,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,aac(3),,
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,aac(6')-Ib-cr,,
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,aadA,,
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,aph(3'')-Ib,,
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,aph(3'),,
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,aph(6)-Id,,
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaACT,,
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaCARB,,
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaCMY,,
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaCMY-2,,
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaCTX-M,,
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaGES,,
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaIMP,,
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaKPC,,
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaNDM,,
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaOXA,,
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaPER,,
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaSHV,,
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaTEM,,
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaVIM,,
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,catA,,
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,cmlA,,
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,dfrA,,
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,mec,,
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,mcr-,,
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,mcr-1,,
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,mcr-9,,
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,qnrS,,
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,sul,,
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,tet,,
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,van,,
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,gyrA,,
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,parC,,
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,parE,,
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,aac(3),6,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,aac(6')-Ib-cr,6,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,aadA,6,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,aph(3'')-Ib,6,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,aph(3'),6,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,aph(6)-Id,6,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaACT,6,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaCARB,6,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaCMY,6,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaCMY-2,6,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaCTX-M,6,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaGES,6,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaIMP,6,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaKPC,6,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaNDM,6,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaOXA,6,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaPER,6,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaSHV,6,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaTEM,6,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaVIM,6,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,catA,6,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,cmlA,6,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,dfrA,6,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,mec,6,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,mcr-,6,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,mcr-1,6,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,mcr-9,6,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,qnrS,6,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,sul,6,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,tet,6,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,van,6,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,gyrA,6,5
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,parC,6,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,parE,6,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,aac(3),,
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,aac(6')-Ib-cr,,
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,aadA,,
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,aph(3'')-Ib,,
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,aph(3'),,
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,aph(6)-Id,,
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaACT,,
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaCARB,,
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaCMY,,
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaCMY-2,,
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaCTX-M,,
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaGES,,
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaIMP,,
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaKPC,,
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaNDM,,
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaOXA,,
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaPER,,
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaSHV,,
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaTEM,,
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaVIM,,
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,catA,,
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,cmlA,,
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,dfrA,,
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,mec,,
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,mcr-,,
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,mcr-1,,
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,mcr-9,,
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,qnrS,,
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,sul,,
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,tet,,
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,van,,
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,gyrA,,
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,parC,,
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,parE,,
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,aac(3),35,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,aac(6')-Ib-cr,35,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,aadA,35,1
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,aph(3'')-Ib,35,2
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,aph(3'),35,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,aph(6)-Id,35,2
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaACT,35,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaCARB,35,0
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaCMY,35,1
Salmonella enterica subsp. enterica serovar Enteritidis,Salmonella,serovar,Enteritidis,blaCMY-2,35,1
