Genus,Source,Gene,number,total
Enterococcus faecium,31019,Cider,qacF,0,0
Enterococcus faecium,31019,Cider,qacG,0,0
Enterococcus faecium,31019,Cider,qacH,0,0
Enterococcus faecium,31019,Cider,qacJ,0,0
Enterococcus faecium,31019,Cider,qacK,0,0
Enterococcus faecium,31019,Cider,qacL,0,0
Enterococcus faecium,31019,Cider,qacM,0,0
Enterococcus faecium,31019,Cider,sugE,0,0
Enterococcus faecium,31019,Cider,bcrABC,0,0
Enterococcus faecium,31019,Cider,crcB,0,0
Enterococcus faecium,31019,Cider,srp,0,0
Enterococcus faecium,31019,Cider,smd,0,0
Enterococcus faecium,31019,Cider,sde,0,0
Enterococcus faecium,31019,Cider,lmrS,0,0
Enterococcus faecium,31019,Cider,smr,0,0
Enterococcus faecium,31019,Cider,ssmE,0,0
Enterococcus faecium,31019,Cider,tbtR,0,0
Enterococcus faecium,31019,Cider,ttg,0,0
Enterococcus faecium,31019,Cider,ttgR,0,0
Enterococcus faecium,31019,Cider,ttgT,0,0
Enterococcus faecium,31019,Cider,mtrF,0,0
Enterococcus faecium,31019,Cider,emrE,0,0
Enterococcus faecium,31019,Dairy,qac,55,0
Enterococcus faecium,31019,Dairy,qacEdelta,55,0
Enterococcus faecium,31019,Dairy,qacC,55,0
Enterococcus faecium,31019,Dairy,qacE,55,0
Enterococcus faecium,31019,Dairy,qacA,55,0
Enterococcus faecium,31019,Dairy,qacB,55,0
Enterococcus faecium,31019,Dairy,qacF,55,0
Enterococcus faecium,31019,Dairy,qacG,55,0
Enterococcus faecium,31019,Dairy,qacH,55,0
Enterococcus faecium,31019,Dairy,qacJ,55,0
Enterococcus faecium,31019,Dairy,qacK,55,0
Enterococcus faecium,31019,Dairy,qacL,55,0
Enterococcus faecium,31019,Dairy,qacM,55,0
Enterococcus faecium,31019,Dairy,sugE,55,0
Enterococcus faecium,31019,Dairy,bcrABC,55,0
Enterococcus faecium,31019,Dairy,crcB,55,0
Enterococcus faecium,31019,Dairy,srp,55,0
Enterococcus faecium,31019,Dairy,smd,55,0
Enterococcus faecium,31019,Dairy,sde,55,0
Enterococcus faecium,31019,Dairy,lmrS,55,0
Enterococcus faecium,31019,Dairy,smr,55,0
Enterococcus faecium,31019,Dairy,ssmE,55,0
Enterococcus faecium,31019,Dairy,tbtR,55,0
Enterococcus faecium,31019,Dairy,ttg,55,0
Enterococcus faecium,31019,Dairy,ttgR,55,0
Enterococcus faecium,31019,Dairy,ttgT,55,0
Enterococcus faecium,31019,Dairy,mtrF,55,0
Enterococcus faecium,31019,Dairy,emrE,55,0
Enterococcus faecium,31019,Food processing environment,qac,1,0
Enterococcus faecium,31019,Food processing environment,qacEdelta,1,0
Enterococcus faecium,31019,Food processing environment,qacC,1,0
Enterococcus faecium,31019,Food processing environment,qacE,1,0
Enterococcus faecium,31019,Food processing environment,qacA,1,0
Enterococcus faecium,31019,Food processing environment,qacB,1,0
Enterococcus faecium,31019,Food processing environment,qacF,1,0
Enterococcus faecium,31019,Food processing environment,qacG,1,0
Enterococcus faecium,31019,Food processing environment,qacH,1,0
Enterococcus faecium,31019,Food processing environment,qacJ,1,0
Enterococcus faecium,31019,Food processing environment,qacK,1,0
Enterococcus faecium,31019,Food processing environment,qacL,1,0
Enterococcus faecium,31019,Food processing environment,qacM,1,0
Enterococcus faecium,31019,Food processing environment,sugE,1,0
Enterococcus faecium,31019,Food processing environment,bcrABC,1,0
Enterococcus faecium,31019,Food processing environment,crcB,1,0
Enterococcus faecium,31019,Food processing environment,srp,1,0
Enterococcus faecium,31019,Food processing environment,smd,1,0
Enterococcus faecium,31019,Food processing environment,sde,1,0
Enterococcus faecium,31019,Food processing environment,lmrS,1,0
Enterococcus faecium,31019,Food processing environment,smr,1,0
Enterococcus faecium,31019,Food processing environment,ssmE,1,0
Enterococcus faecium,31019,Food processing environment,tbtR,1,0
Enterococcus faecium,31019,Food processing environment,ttg,1,0
Enterococcus faecium,31019,Food processing environment,ttgR,1,0
Enterococcus faecium,31019,Food processing environment,ttgT,1,0
Enterococcus faecium,31019,Food processing environment,mtrF,1,0
Enterococcus faecium,31019,Food processing environment,emrE,1,0
Enterococcus faecium,31019,Farm water,qac,2,0
Enterococcus faecium,31019,Farm water,qacEdelta,2,0
Enterococcus faecium,31019,Farm water,qacC,2,0
Enterococcus faecium,31019,Farm water,qacE,2,0
Enterococcus faecium,31019,Farm water,qacA,2,0
Enterococcus faecium,31019,Farm water,qacB,2,0
Enterococcus faecium,31019,Farm water,qacF,2,0
Enterococcus faecium,31019,Farm water,qacG,2,0
Enterococcus faecium,31019,Farm water,qacH,2,0
Enterococcus faecium,31019,Farm water,qacJ,2,0
Enterococcus faecium,31019,Farm water,qacK,2,0
Enterococcus faecium,31019,Farm water,qacL,2,0
Enterococcus faecium,31019,Farm water,qacM,2,0
Enterococcus faecium,31019,Farm water,sugE,2,0
Enterococcus faecium,31019,Farm water,bcrABC,2,0
Enterococcus faecium,31019,Farm water,crcB,2,0
Enterococcus faecium,31019,Farm water,srp,2,0
Enterococcus faecium,31019,Farm water,smd,2,0
Enterococcus faecium,31019,Farm water,sde,2,0
Enterococcus faecium,31019,Farm water,lmrS,2,0
Enterococcus faecium,31019,Farm water,smr,2,0
Enterococcus faecium,31019,Farm water,ssmE,2,0
Enterococcus faecium,31019,Farm water,tbtR,2,0
Enterococcus faecium,31019,Farm water,ttg,2,0
Enterococcus faecium,31019,Farm water,ttgR,2,0
Enterococcus faecium,31019,Farm water,ttgT,2,0
Enterococcus faecium,31019,Farm water,mtrF,2,0
Enterococcus faecium,31019,Farm water,emrE,2,0
Enterococcus faecium,31019,Flour,qac,0,0
Enterococcus faecium,31019,Flour,qacEdelta,0,0
Enterococcus faecium,31019,Flour,qacC,0,0
Enterococcus faecium,31019,Flour,qacE,0,0
Enterococcus faecium,31019,Flour,qacA,0,0
Enterococcus faecium,31019,Flour,qacB,0,0
Enterococcus faecium,31019,Flour,qacF,0,0
Enterococcus faecium,31019,Flour,qacG,0,0
Enterococcus faecium,31019,Flour,qacH,0,0
Enterococcus faecium,31019,Flour,qacJ,0,0
Enterococcus faecium,31019,Flour,qacK,0,0
Enterococcus faecium,31019,Flour,qacL,0,0
Enterococcus faecium,31019,Flour,qacM,0,0
Enterococcus faecium,31019,Flour,sugE,0,0
Enterococcus faecium,31019,Flour,bcrABC,0,0
Enterococcus faecium,31019,Flour,crcB,0,0
Enterococcus faecium,31019,Flour,srp,0,0
Enterococcus faecium,31019,Flour,smd,0,0
Enterococcus faecium,31019,Flour,sde,0,0
Enterococcus faecium,31019,Flour,lmrS,0,0
Enterococcus faecium,31019,Flour,smr,0,0
Enterococcus faecium,31019,Flour,ssmE,0,0
Enterococcus faecium,31019,Flour,tbtR,0,0
Enterococcus faecium,31019,Flour,ttg,0,0
Enterococcus faecium,31019,Flour,ttgR,0,0
Enterococcus faecium,31019,Flour,ttgT,0,0
Enterococcus faecium,31019,Flour,mtrF,0,0
Enterococcus faecium,31019,Flour,emrE,0,0
Enterococcus faecium,31019,Fruit/Vegetables,qac,3,0
Enterococcus faecium,31019,Fruit/Vegetables,qacEdelta,3,0
Enterococcus faecium,31019,Fruit/Vegetables,qacC,3,0
Enterococcus faecium,31019,Fruit/Vegetables,qacE,3,0
Enterococcus faecium,31019,Fruit/Vegetables,qacA,3,0
Enterococcus faecium,31019,Fruit/Vegetables,qacB,3,0
Enterococcus faecium,31019,Fruit/Vegetables,qacF,3,0
Enterococcus faecium,31019,Fruit/Vegetables,qacG,3,0
Enterococcus faecium,31019,Fruit/Vegetables,qacH,3,0
Enterococcus faecium,31019,Fruit/Vegetables,qacJ,3,0
Enterococcus faecium,31019,Fruit/Vegetables,qacK,3,0
Enterococcus faecium,31019,Fruit/Vegetables,qacL,3,0
Enterococcus faecium,31019,Fruit/Vegetables,qacM,3,0
Enterococcus faecium,31019,Fruit/Vegetables,sugE,3,0
Enterococcus faecium,31019,Fruit/Vegetables,bcrABC,3,0
Enterococcus faecium,31019,Fruit/Vegetables,crcB,3,0
Enterococcus faecium,31019,Fruit/Vegetables,srp,3,0
Enterococcus faecium,31019,Fruit/Vegetables,smd,3,0
Enterococcus faecium,31019,Fruit/Vegetables,sde,3,0
Enterococcus faecium,31019,Fruit/Vegetables,lmrS,3,0
Enterococcus faecium,31019,Fruit/Vegetables,smr,3,0
Enterococcus faecium,31019,Fruit/Vegetables,ssmE,3,0
Enterococcus faecium,31019,Fruit/Vegetables,tbtR,3,0
Enterococcus faecium,31019,Fruit/Vegetables,ttg,3,0
Enterococcus faecium,31019,Fruit/Vegetables,ttgR,3,0
Enterococcus faecium,31019,Fruit/Vegetables,ttgT,3,0
Enterococcus faecium,31019,Fruit/Vegetables,mtrF,3,0
Enterococcus faecium,31019,Fruit/Vegetables,emrE,3,0
Enterococcus faecium,31019,Spice/Herbs,qac,1,0
Enterococcus faecium,31019,Spice/Herbs,qacEdelta,1,0
Enterococcus faecium,31019,Spice/Herbs,qacC,1,0
Enterococcus faecium,31019,Spice/Herbs,qacE,1,0
Enterococcus faecium,31019,Spice/Herbs,qacA,1,0
Enterococcus faecium,31019,Spice/Herbs,qacB,1,0
Enterococcus faecium,31019,Spice/Herbs,qacF,1,0
Enterococcus faecium,31019,Spice/Herbs,qacG,1,0
Enterococcus faecium,31019,Spice/Herbs,qacH,1,0
Enterococcus faecium,31019,Spice/Herbs,qacJ,1,0
Enterococcus faecium,31019,Spice/Herbs,qacK,1,0
Enterococcus faecium,31019,Spice/Herbs,qacL,1,0
Enterococcus faecium,31019,Spice/Herbs,qacM,1,0
Enterococcus faecium,31019,Spice/Herbs,sugE,1,0
Enterococcus faecium,31019,Spice/Herbs,bcrABC,1,0
Enterococcus faecium,31019,Spice/Herbs,crcB,1,0
Enterococcus faecium,31019,Spice/Herbs,srp,1,0
Enterococcus faecium,31019,Spice/Herbs,smd,1,0
Enterococcus faecium,31019,Spice/Herbs,sde,1,0
Enterococcus faecium,31019,Spice/Herbs,lmrS,1,0
Enterococcus faecium,31019,Spice/Herbs,smr,1,0
Enterococcus faecium,31019,Spice/Herbs,ssmE,1,0
Enterococcus faecium,31019,Spice/Herbs,tbtR,1,0
Enterococcus faecium,31019,Spice/Herbs,ttg,1,0
Enterococcus faecium,31019,Spice/Herbs,ttgR,1,0
Enterococcus faecium,31019,Spice/Herbs,ttgT,1,0
Enterococcus faecium,31019,Spice/Herbs,mtrF,1,0
Enterococcus faecium,31019,Spice/Herbs,emrE,1,0
Enterococcus faecium,31019,Insect,qac,3,0
Enterococcus faecium,31019,Insect,qacEdelta,3,0
Enterococcus faecium,31019,Insect,qacC,3,0
Enterococcus faecium,31019,Insect,qacE,3,0
Enterococcus faecium,31019,Insect,qacA,3,0
Enterococcus faecium,31019,Insect,qacB,3,0
Enterococcus faecium,31019,Insect,qacF,3,0
Enterococcus faecium,31019,Insect,qacG,3,0
Enterococcus faecium,31019,Insect,qacH,3,0
Enterococcus faecium,31019,Insect,qacJ,3,0
Enterococcus faecium,31019,Insect,qacK,3,0
Enterococcus faecium,31019,Insect,qacL,3,0
Enterococcus faecium,31019,Insect,qacM,3,0
Enterococcus faecium,31019,Insect,sugE,3,0
Enterococcus faecium,31019,Insect,bcrABC,3,0
Enterococcus faecium,31019,Insect,crcB,3,0
Enterococcus faecium,31019,Insect,srp,3,0
Enterococcus faecium,31019,Insect,smd,3,0
Enterococcus faecium,31019,Insect,sde,3,0
Enterococcus faecium,31019,Insect,lmrS,3,0
Enterococcus faecium,31019,Insect,smr,3,0
Enterococcus faecium,31019,Insect,ssmE,3,0
Enterococcus faecium,31019,Insect,tbtR,3,0
Enterococcus faecium,31019,Insect,ttg,3,0
Enterococcus faecium,31019,Insect,ttgR,3,0
Enterococcus faecium,31019,Insect,ttgT,3,0
Enterococcus faecium,31019,Insect,mtrF,3,0
Enterococcus faecium,31019,Insect,emrE,3,0
Enterococcus faecium,31019,Nuts/Seeds,qac,1,0
Enterococcus faecium,31019,Nuts/Seeds,qacEdelta,1,0
Enterococcus faecium,31019,Nuts/Seeds,qacC,1,0
Enterococcus faecium,31019,Nuts/Seeds,qacE,1,0
Enterococcus faecium,31019,Nuts/Seeds,qacA,1,0
Enterococcus faecium,31019,Nuts/Seeds,qacB,1,0
Enterococcus faecium,31019,Nuts/Seeds,qacF,1,0
Enterococcus faecium,31019,Nuts/Seeds,qacG,1,0
Enterococcus faecium,31019,Nuts/Seeds,qacH,1,0
Enterococcus faecium,31019,Nuts/Seeds,qacJ,1,0
Enterococcus faecium,31019,Nuts/Seeds,qacK,1,0
Enterococcus faecium,31019,Nuts/Seeds,qacL,1,0
Enterococcus faecium,31019,Nuts/Seeds,qacM,1,0
Enterococcus faecium,31019,Nuts/Seeds,sugE,1,0
Enterococcus faecium,31019,Nuts/Seeds,bcrABC,1,0
Enterococcus faecium,31019,Nuts/Seeds,crcB,1,0
Enterococcus faecium,31019,Nuts/Seeds,srp,1,0
Enterococcus faecium,31019,Nuts/Seeds,smd,1,0
Enterococcus faecium,31019,Nuts/Seeds,sde,1,0
Enterococcus faecium,31019,Nuts/Seeds,lmrS,1,0
Enterococcus faecium,31019,Nuts/Seeds,smr,1,0
Enterococcus faecium,31019,Nuts/Seeds,ssmE,1,0
Enterococcus faecium,31019,Nuts/Seeds,tbtR,1,0
Enterococcus faecium,31019,Nuts/Seeds,ttg,1,0
Enterococcus faecium,31019,Nuts/Seeds,ttgR,1,0
Enterococcus faecium,31019,Nuts/Seeds,ttgT,1,0
Enterococcus faecium,31019,Nuts/Seeds,mtrF,1,0
Enterococcus faecium,31019,Nuts/Seeds,emrE,1,0
Enterococcus faecium,31019,Plant,qac,0,0
Enterococcus faecium,31019,Plant,qacEdelta,0,0
Enterococcus faecium,31019,Plant,qacC,0,0
Enterococcus faecium,31019,Plant,qacE,0,0
Enterococcus faecium,31019,Plant,qacA,0,0
Enterococcus faecium,31019,Plant,qacB,0,0
Enterococcus faecium,31019,Plant,qacF,0,0
Enterococcus faecium,31019,Plant,qacG,0,0
Enterococcus faecium,31019,Plant,qacH,0,0
Enterococcus faecium,31019,Plant,qacJ,0,0
Enterococcus faecium,31019,Plant,qacK,0,0
Enterococcus faecium,31019,Plant,qacL,0,0
Enterococcus faecium,31019,Plant,qacM,0,0
Enterococcus faecium,31019,Plant,sugE,0,0
Enterococcus faecium,31019,Plant,bcrABC,0,0
Enterococcus faecium,31019,Plant,crcB,0,0
Enterococcus faecium,31019,Plant,srp,0,0
Enterococcus faecium,31019,Plant,smd,0,0
Enterococcus faecium,31019,Plant,sde,0,0
Enterococcus faecium,31019,Plant,lmrS,0,0
Enterococcus faecium,31019,Plant,smr,0,0
Enterococcus faecium,31019,Plant,ssmE,0,0
Enterococcus faecium,31019,Plant,tbtR,0,0
Enterococcus faecium,31019,Plant,ttg,0,0
Enterococcus faecium,31019,Plant,ttgR,0,0
Enterococcus faecium,31019,Plant,ttgT,0,0
Enterococcus faecium,31019,Plant,mtrF,0,0
Enterococcus faecium,31019,Plant,emrE,0,0
Enterococcus faecium,31019,Sewage,qac,58,0
Enterococcus faecium,31019,Sewage,qacEdelta,58,0
Enterococcus faecium,31019,Sewage,qacC,58,0
Enterococcus faecium,31019,Sewage,qacE,58,0
Enterococcus faecium,31019,Sewage,qacA,58,0
Enterococcus faecium,31019,Sewage,qacB,58,0
Enterococcus faecium,31019,Sewage,qacF,58,0
Enterococcus faecium,31019,Sewage,qacG,58,0
Enterococcus faecium,31019,Sewage,qacH,58,0
Enterococcus faecium,31019,Sewage,qacJ,58,0
Enterococcus faecium,31019,Sewage,qacK,58,0
Enterococcus faecium,31019,Sewage,qacL,58,0
Enterococcus faecium,31019,Sewage,qacM,58,0
Enterococcus faecium,31019,Sewage,sugE,58,0
Enterococcus faecium,31019,Sewage,bcrABC,58,0
Enterococcus faecium,31019,Sewage,crcB,58,0
Enterococcus faecium,31019,Sewage,srp,58,0
Enterococcus faecium,31019,Sewage,smd,58,0
Enterococcus faecium,31019,Sewage,sde,58,0
Enterococcus faecium,31019,Sewage,lmrS,58,0
Enterococcus faecium,31019,Sewage,smr,58,0
Enterococcus faecium,31019,Sewage,ssmE,58,0
Enterococcus faecium,31019,Sewage,tbtR,58,0
Enterococcus faecium,31019,Sewage,ttg,58,0
Enterococcus faecium,31019,Sewage,ttgR,58,0
Enterococcus faecium,31019,Sewage,ttgT,58,0
Enterococcus faecium,31019,Sewage,mtrF,58,0
Enterococcus faecium,31019,Sewage,emrE,58,0
Enterococcus faecium,31019,Wastewater,qac,28,0
Enterococcus faecium,31019,Wastewater,qacEdelta,28,0
Enterococcus faecium,31019,Wastewater,qacC,28,0
Enterococcus faecium,31019,Wastewater,qacE,28,0
Enterococcus faecium,31019,Wastewater,qacA,28,0
Enterococcus faecium,31019,Wastewater,qacB,28,0
Enterococcus faecium,31019,Wastewater,qacF,28,0
Enterococcus faecium,31019,Wastewater,qacG,28,0
Enterococcus faecium,31019,Wastewater,qacH,28,0
Enterococcus faecium,31019,Wastewater,qacJ,28,0
Enterococcus faecium,31019,Wastewater,qacK,28,0
Enterococcus faecium,31019,Wastewater,qacL,28,0
Enterococcus faecium,31019,Wastewater,qacM,28,0
Enterococcus faecium,31019,Wastewater,sugE,28,0
Enterococcus faecium,31019,Wastewater,bcrABC,28,0
Enterococcus faecium,31019,Wastewater,crcB,28,0
Enterococcus faecium,31019,Wastewater,srp,28,0
Enterococcus faecium,31019,Wastewater,smd,28,0
Enterococcus faecium,31019,Wastewater,sde,28,0
Enterococcus faecium,31019,Wastewater,lmrS,28,0
Enterococcus faecium,31019,Wastewater,smr,28,0
Enterococcus faecium,31019,Wastewater,ssmE,28,0
Enterococcus faecium,31019,Wastewater,tbtR,28,0
Enterococcus faecium,31019,Wastewater,ttg,28,0
Enterococcus faecium,31019,Wastewater,ttgR,28,0
Enterococcus faecium,31019,Wastewater,ttgT,28,0
Enterococcus faecium,31019,Wastewater,mtrF,28,0
Enterococcus faecium,31019,Wastewater,emrE,28,0
Enterococcus faecium,31019,Water,qac,76,0
Enterococcus faecium,31019,Water,qacEdelta,76,0
Enterococcus faecium,31019,Water,qacC,76,0
Enterococcus faecium,31019,Water,qacE,76,0
Enterococcus faecium,31019,Water,qacA,76,0
Enterococcus faecium,31019,Water,qacB,76,0
Enterococcus faecium,31019,Water,qacF,76,0
Enterococcus faecium,31019,Water,qacG,76,0
Enterococcus faecium,31019,Water,qacH,76,0
Enterococcus faecium,31019,Water,qacJ,76,0
Enterococcus faecium,31019,Water,qacK,76,0
Enterococcus faecium,31019,Water,qacL,76,0
Enterococcus faecium,31019,Water,qacM,76,0
Enterococcus faecium,31019,Water,sugE,76,0
Enterococcus faecium,31019,Water,bcrABC,76,0
Enterococcus faecium,31019,Water,crcB,76,0
Enterococcus faecium,31019,Water,srp,76,0
Enterococcus faecium,31019,Water,smd,76,0
Enterococcus faecium,31019,Water,sde,76,0
Enterococcus faecium,31019,Water,lmrS,76,0
Enterococcus faecium,31019,Water,smr,76,0
Enterococcus faecium,31019,Water,ssmE,76,0
Enterococcus faecium,31019,Water,tbtR,76,0
Enterococcus faecium,31019,Water,ttg,76,0
Enterococcus faecium,31019,Water,ttgR,76,0
Enterococcus faecium,31019,Water,ttgT,76,0
Enterococcus faecium,31019,Water,mtrF,76,0
Enterococcus faecium,31019,Water,emrE,76,0
Enterococcus faecium,31019,Tea,qac,0,0
Enterococcus faecium,31019,Tea,qacEdelta,0,0
Enterococcus faecium,31019,Tea,qacC,0,0
Enterococcus faecium,31019,Tea,qacE,0,0
Enterococcus faecium,31019,Tea,qacA,0,0
Enterococcus faecium,31019,Tea,qacB,0,0
Enterococcus faecium,31019,Tea,qacF,0,0
Enterococcus faecium,31019,Tea,qacG,0,0
Enterococcus faecium,31019,Tea,qacH,0,0
Enterococcus faecium,31019,Tea,qacJ,0,0
Enterococcus faecium,31019,Tea,qacK,0,0
Enterococcus faecium,31019,Tea,qacL,0,0
Enterococcus faecium,31019,Tea,qacM,0,0
Enterococcus faecium,31019,Tea,sugE,0,0
Enterococcus faecium,31019,Tea,bcrABC,0,0
Enterococcus faecium,31019,Tea,crcB,0,0
Enterococcus faecium,31019,Tea,srp,0,0
Enterococcus faecium,31019,Tea,smd,0,0
Enterococcus faecium,31019,Tea,sde,0,0
Enterococcus faecium,31019,Tea,lmrS,0,0
Enterococcus faecium,31019,Tea,smr,0,0
Enterococcus faecium,31019,Tea,ssmE,0,0
Enterococcus faecium,31019,Tea,tbtR,0,0
Enterococcus faecium,31019,Tea,ttg,0,0
Enterococcus faecium,31019,Tea,ttgR,0,0
Enterococcus faecium,31019,Tea,ttgT,0,0
Enterococcus faecium,31019,Tea,mtrF,0,0
Enterococcus faecium,31019,Tea,emrE,0,0
Enterococcus faecium,31019,Clinical,qac,19763,49
Enterococcus faecium,31019,Clinical,qacEdelta,19763,0
Enterococcus faecium,31019,Clinical,qacC,19763,9
Enterococcus faecium,31019,Clinical,qacE,19763,0
Enterococcus faecium,31019,Clinical,qacA,19763,2
Enterococcus faecium,31019,Clinical,qacB,19763,0
Enterococcus faecium,31019,Clinical,qacF,19763,0
Enterococcus faecium,31019,Clinical,qacG,19763,0
Enterococcus faecium,31019,Clinical,qacH,19763,0
Enterococcus faecium,31019,Clinical,qacJ,19763,0
Enterococcus faecium,31019,Clinical,qacK,19763,0
Enterococcus faecium,31019,Clinical,qacL,19763,0
Enterococcus faecium,31019,Clinical,qacM,19763,0
Enterococcus faecium,31019,Clinical,sugE,19763,0
Enterococcus faecium,31019,Clinical,bcrABC,19763,0
Enterococcus faecium,31019,Clinical,crcB,19763,0
Enterococcus faecium,31019,Clinical,srp,19763,0
Enterococcus faecium,31019,Clinical,smd,19763,0
Enterococcus faecium,31019,Clinical,sde,19763,0
Enterococcus faecium,31019,Clinical,lmrS,19763,0
Enterococcus faecium,31019,Clinical,smr,19763,0
Enterococcus faecium,31019,Clinical,ssmE,19763,0
Enterococcus faecium,31019,Clinical,tbtR,19763,0
Enterococcus faecium,31019,Clinical,ttg,19763,0
Enterococcus faecium,31019,Clinical,ttgR,19763,0
Enterococcus faecium,31019,Clinical,ttgT,19763,0
Enterococcus faecium,31019,Clinical,mtrF,19763,0
Enterococcus faecium,31019,Clinical,emrE,19763,0
Escherichia albertii,676,Animal,qac,25,0
Escherichia albertii,676,Animal,qacEdelta,25,0
Escherichia albertii,676,Animal,qacC,25,0
Escherichia albertii,676,Animal,qacE,25,0
Escherichia albertii,676,Animal,qacA,25,0
Escherichia albertii,676,Animal,qacB,25,0
Escherichia albertii,676,Animal,qacF,25,0
Escherichia albertii,676,Animal,qacG,25,0
Escherichia albertii,676,Animal,qacH,25,0
Escherichia albertii,676,Animal,qacJ,25,0
Escherichia albertii,676,Animal,qacK,25,0
Escherichia albertii,676,Animal,qacL,25,0
Escherichia albertii,676,Animal,qacM,25,0
Escherichia albertii,676,Animal,sugE,25,0
Escherichia albertii,676,Animal,bcrABC,25,0
Escherichia albertii,676,Animal,crcB,25,0
Escherichia albertii,676,Animal,srp,25,0
Escherichia albertii,676,Animal,smd,25,0
Escherichia albertii,676,Animal,sde,25,0
Escherichia albertii,676,Animal,lmrS,25,0
Escherichia albertii,676,Animal,smr,25,0
Escherichia albertii,676,Animal,ssmE,25,0
Escherichia albertii,676,Animal,tbtR,25,0
Escherichia albertii,676,Animal,ttg,25,0
Escherichia albertii,676,Animal,ttgR,25,0
Escherichia albertii,676,Animal,ttgT,25,0
Escherichia albertii,676,Animal,mtrF,25,0
Escherichia albertii,676,Animal,emrE,25,25
Escherichia albertii,676,Animal environment,qac,0,0
Escherichia albertii,676,Animal environment,qacEdelta,0,0
Escherichia albertii,676,Animal environment,qacC,0,0
Escherichia albertii,676,Animal environment,qacE,0,0
Escherichia albertii,676,Animal environment,qacA,0,0
Escherichia albertii,676,Animal environment,qacB,0,0
Escherichia albertii,676,Animal environment,qacF,0,0
Escherichia albertii,676,Animal environment,qacG,0,0
Escherichia albertii,676,Animal environment,qacH,0,0
Escherichia albertii,676,Animal environment,qacJ,0,0
Escherichia albertii,676,Animal environment,qacK,0,0
Escherichia albertii,676,Animal environment,qacL,0,0
Escherichia albertii,676,Animal environment,qacM,0,0
Escherichia albertii,676,Animal environment,sugE,0,0
Escherichia albertii,676,Animal environment,bcrABC,0,0
Escherichia albertii,676,Animal environment,crcB,0,0
Escherichia albertii,676,Animal environment,srp,0,0
Escherichia albertii,676,Animal environment,smd,0,0
Escherichia albertii,676,Animal environment,sde,0,0
Escherichia albertii,676,Animal environment,lmrS,0,0
Escherichia albertii,676,Animal environment,smr,0,0
Escherichia albertii,676,Animal environment,ssmE,0,0
Escherichia albertii,676,Animal environment,tbtR,0,0
Escherichia albertii,676,Animal environment,ttg,0,0
Escherichia albertii,676,Animal environment,ttgR,0,0
Escherichia albertii,676,Animal environment,ttgT,0,0
Escherichia albertii,676,Animal environment,mtrF,0,0
Escherichia albertii,676,Animal environment,emrE,0,0
Escherichia albertii,676,Animal feces,qac,0,0
Escherichia albertii,676,Animal feces,qacEdelta,0,0
Escherichia albertii,676,Animal feces,qacC,0,0
Escherichia albertii,676,Animal feces,qacE,0,0
Escherichia albertii,676,Animal feces,qacA,0,0
Escherichia albertii,676,Animal feces,qacB,0,0
Escherichia albertii,676,Animal feces,qacF,0,0
Escherichia albertii,676,Animal feces,qacG,0,0
Escherichia albertii,676,Animal feces,qacH,0,0
Escherichia albertii,676,Animal feces,qacJ,0,0
Escherichia albertii,676,Animal feces,qacK,0,0
Escherichia albertii,676,Animal feces,qacL,0,0
Escherichia albertii,676,Animal feces,qacM,0,0
Escherichia albertii,676,Animal feces,sugE,0,0
Escherichia albertii,676,Animal feces,bcrABC,0,0
Escherichia albertii,676,Animal feces,crcB,0,0
Escherichia albertii,676,Animal feces,srp,0,0
Escherichia albertii,676,Animal feces,smd,0,0
Escherichia albertii,676,Animal feces,sde,0,0
Escherichia albertii,676,Animal feces,lmrS,0,0
Escherichia albertii,676,Animal feces,smr,0,0
Escherichia albertii,676,Animal feces,ssmE,0,0
Escherichia albertii,676,Animal feces,tbtR,0,0
Escherichia albertii,676,Animal feces,ttg,0,0
Escherichia albertii,676,Animal feces,ttgR,0,0
Escherichia albertii,676,Animal feces,ttgT,0,0
Escherichia albertii,676,Animal feces,mtrF,0,0
Escherichia albertii,676,Animal feces,emrE,0,0
Escherichia albertii,676,Animal feed,qac,0,0
Escherichia albertii,676,Animal feed,qacEdelta,0,0
Escherichia albertii,676,Animal feed,qacC,0,0
Escherichia albertii,676,Animal feed,qacE,0,0
Escherichia albertii,676,Animal feed,qacA,0,0
Escherichia albertii,676,Animal feed,qacB,0,0
Escherichia albertii,676,Animal feed,qacF,0,0
Escherichia albertii,676,Animal feed,qacG,0,0
Escherichia albertii,676,Animal feed,qacH,0,0
Escherichia albertii,676,Animal feed,qacJ,0,0
Escherichia albertii,676,Animal feed,qacK,0,0
Escherichia albertii,676,Animal feed,qacL,0,0
Escherichia albertii,676,Animal feed,qacM,0,0
Escherichia albertii,676,Animal feed,sugE,0,0
Escherichia albertii,676,Animal feed,bcrABC,0,0
Escherichia albertii,676,Animal feed,crcB,0,0
Escherichia albertii,676,Animal feed,srp,0,0
Escherichia albertii,676,Animal feed,smd,0,0
Escherichia albertii,676,Animal feed,sde,0,0
Escherichia albertii,676,Animal feed,lmrS,0,0
Escherichia albertii,676,Animal feed,smr,0,0
Escherichia albertii,676,Animal feed,ssmE,0,0
Escherichia albertii,676,Animal feed,tbtR,0,0
Escherichia albertii,676,Animal feed,ttg,0,0
Escherichia albertii,676,Animal feed,ttgR,0,0
Escherichia albertii,676,Animal feed,ttgT,0,0
Escherichia albertii,676,Animal feed,mtrF,0,0
Escherichia albertii,676,Animal feed,emrE,0,0
