Genus,Source,Gene,number,total
Aeromonas salmonicida,330,Flour,smr,0,0
Aeromonas salmonicida,330,Flour,ssmE,0,0
Aeromonas salmonicida,330,Flour,tbtR,0,0
Aeromonas salmonicida,330,Flour,ttg,0,0
Aeromonas salmonicida,330,Flour,ttgR,0,0
Aeromonas salmonicida,330,Flour,ttgT,0,0
Aeromonas salmonicida,330,Flour,mtrF,0,0
Aeromonas salmonicida,330,Flour,emrE,0,0
Aeromonas salmonicida,330,Fruit/Vegetables,qac,0,0
Aeromonas salmonicida,330,Fruit/Vegetables,qacEdelta,0,0
Aeromonas salmonicida,330,Fruit/Vegetables,qacC,0,0
Aeromonas salmonicida,330,Fruit/Vegetables,qacE,0,0
Aeromonas salmonicida,330,Fruit/Vegetables,qacA,0,0
Aeromonas salmonicida,330,Fruit/Vegetables,qacB,0,0
Aeromonas salmonicida,330,Fruit/Vegetables,qacF,0,0
Aeromonas salmonicida,330,Fruit/Vegetables,qacG,0,0
Aeromonas salmonicida,330,Fruit/Vegetables,qacH,0,0
Aeromonas salmonicida,330,Fruit/Vegetables,qacJ,0,0
Aeromonas salmonicida,330,Fruit/Vegetables,qacK,0,0
Aeromonas salmonicida,330,Fruit/Vegetables,qacL,0,0
Aeromonas salmonicida,330,Fruit/Vegetables,qacM,0,0
Aeromonas salmonicida,330,Fruit/Vegetables,sugE,0,0
Aeromonas salmonicida,330,Fruit/Vegetables,bcrABC,0,0
Aeromonas salmonicida,330,Fruit/Vegetables,crcB,0,0
Aeromonas salmonicida,330,Fruit/Vegetables,srp,0,0
Aeromonas salmonicida,330,Fruit/Vegetables,smd,0,0
Aeromonas salmonicida,330,Fruit/Vegetables,sde,0,0
Aeromonas salmonicida,330,Fruit/Vegetables,lmrS,0,0
Aeromonas salmonicida,330,Fruit/Vegetables,smr,0,0
Aeromonas salmonicida,330,Fruit/Vegetables,ssmE,0,0
Aeromonas salmonicida,330,Fruit/Vegetables,tbtR,0,0
Aeromonas salmonicida,330,Fruit/Vegetables,ttg,0,0
Aeromonas salmonicida,330,Fruit/Vegetables,ttgR,0,0
Aeromonas salmonicida,330,Fruit/Vegetables,ttgT,0,0
Aeromonas salmonicida,330,Fruit/Vegetables,mtrF,0,0
Aeromonas salmonicida,330,Fruit/Vegetables,emrE,0,0
Aeromonas salmonicida,330,Spice/Herbs,qac,0,0
Aeromonas salmonicida,330,Spice/Herbs,qacEdelta,0,0
Aeromonas salmonicida,330,Spice/Herbs,qacC,0,0
Aeromonas salmonicida,330,Spice/Herbs,qacE,0,0
Aeromonas salmonicida,330,Spice/Herbs,qacA,0,0
Aeromonas salmonicida,330,Spice/Herbs,qacB,0,0
Aeromonas salmonicida,330,Spice/Herbs,qacF,0,0
Aeromonas salmonicida,330,Spice/Herbs,qacG,0,0
Aeromonas salmonicida,330,Spice/Herbs,qacH,0,0
Aeromonas salmonicida,330,Spice/Herbs,qacJ,0,0
Aeromonas salmonicida,330,Spice/Herbs,qacK,0,0
Aeromonas salmonicida,330,Spice/Herbs,qacL,0,0
Aeromonas salmonicida,330,Spice/Herbs,qacM,0,0
Aeromonas salmonicida,330,Spice/Herbs,sugE,0,0
Aeromonas salmonicida,330,Spice/Herbs,bcrABC,0,0
Aeromonas salmonicida,330,Spice/Herbs,crcB,0,0
Aeromonas salmonicida,330,Spice/Herbs,srp,0,0
Aeromonas salmonicida,330,Spice/Herbs,smd,0,0
Aeromonas salmonicida,330,Spice/Herbs,sde,0,0
Aeromonas salmonicida,330,Spice/Herbs,lmrS,0,0
Aeromonas salmonicida,330,Spice/Herbs,smr,0,0
Aeromonas salmonicida,330,Spice/Herbs,ssmE,0,0
Aeromonas salmonicida,330,Spice/Herbs,tbtR,0,0
Aeromonas salmonicida,330,Spice/Herbs,ttg,0,0
Aeromonas salmonicida,330,Spice/Herbs,ttgR,0,0
Aeromonas salmonicida,330,Spice/Herbs,ttgT,0,0
Aeromonas salmonicida,330,Spice/Herbs,mtrF,0,0
Aeromonas salmonicida,330,Spice/Herbs,emrE,0,0
Aeromonas salmonicida,330,Insect,qac,0,0
Aeromonas salmonicida,330,Insect,qacEdelta,0,0
Aeromonas salmonicida,330,Insect,qacC,0,0
Aeromonas salmonicida,330,Insect,qacE,0,0
Aeromonas salmonicida,330,Insect,qacA,0,0
Aeromonas salmonicida,330,Insect,qacB,0,0
Aeromonas salmonicida,330,Insect,qacF,0,0
Aeromonas salmonicida,330,Insect,qacG,0,0
Aeromonas salmonicida,330,Insect,qacH,0,0
Aeromonas salmonicida,330,Insect,qacJ,0,0
Aeromonas salmonicida,330,Insect,qacK,0,0
Aeromonas salmonicida,330,Insect,qacL,0,0
Aeromonas salmonicida,330,Insect,qacM,0,0
Aeromonas salmonicida,330,Insect,sugE,0,0
Aeromonas salmonicida,330,Insect,bcrABC,0,0
Aeromonas salmonicida,330,Insect,crcB,0,0
Aeromonas salmonicida,330,Insect,srp,0,0
Aeromonas salmonicida,330,Insect,smd,0,0
Aeromonas salmonicida,330,Insect,sde,0,0
Aeromonas salmonicida,330,Insect,lmrS,0,0
Aeromonas salmonicida,330,Insect,smr,0,0
Aeromonas salmonicida,330,Insect,ssmE,0,0
Aeromonas salmonicida,330,Insect,tbtR,0,0
Aeromonas salmonicida,330,Insect,ttg,0,0
Aeromonas salmonicida,330,Insect,ttgR,0,0
Aeromonas salmonicida,330,Insect,ttgT,0,0
Aeromonas salmonicida,330,Insect,mtrF,0,0
Aeromonas salmonicida,330,Insect,emrE,0,0
Aeromonas salmonicida,330,Nuts/Seeds,qac,0,0
Aeromonas salmonicida,330,Nuts/Seeds,qacEdelta,0,0
Aeromonas salmonicida,330,Nuts/Seeds,qacC,0,0
Aeromonas salmonicida,330,Nuts/Seeds,qacE,0,0
Aeromonas salmonicida,330,Nuts/Seeds,qacA,0,0
Aeromonas salmonicida,330,Nuts/Seeds,qacB,0,0
Aeromonas salmonicida,330,Nuts/Seeds,qacF,0,0
Aeromonas salmonicida,330,Nuts/Seeds,qacG,0,0
Aeromonas salmonicida,330,Nuts/Seeds,qacH,0,0
Aeromonas salmonicida,330,Nuts/Seeds,qacJ,0,0
Aeromonas salmonicida,330,Nuts/Seeds,qacK,0,0
Aeromonas salmonicida,330,Nuts/Seeds,qacL,0,0
Aeromonas salmonicida,330,Nuts/Seeds,qacM,0,0
Aeromonas salmonicida,330,Nuts/Seeds,sugE,0,0
Aeromonas salmonicida,330,Nuts/Seeds,bcrABC,0,0
Aeromonas salmonicida,330,Nuts/Seeds,crcB,0,0
Aeromonas salmonicida,330,Nuts/Seeds,srp,0,0
Aeromonas salmonicida,330,Nuts/Seeds,smd,0,0
Aeromonas salmonicida,330,Nuts/Seeds,sde,0,0
Aeromonas salmonicida,330,Nuts/Seeds,lmrS,0,0
Aeromonas salmonicida,330,Nuts/Seeds,smr,0,0
Aeromonas salmonicida,330,Nuts/Seeds,ssmE,0,0
Aeromonas salmonicida,330,Nuts/Seeds,tbtR,0,0
Aeromonas salmonicida,330,Nuts/Seeds,ttg,0,0
Aeromonas salmonicida,330,Nuts/Seeds,ttgR,0,0
Aeromonas salmonicida,330,Nuts/Seeds,ttgT,0,0
Aeromonas salmonicida,330,Nuts/Seeds,mtrF,0,0
Aeromonas salmonicida,330,Nuts/Seeds,emrE,0,0
Aeromonas salmonicida,330,Plant,qac,0,0
Aeromonas salmonicida,330,Plant,qacEdelta,0,0
Aeromonas salmonicida,330,Plant,qacC,0,0
Aeromonas salmonicida,330,Plant,qacE,0,0
Aeromonas salmonicida,330,Plant,qacA,0,0
Aeromonas salmonicida,330,Plant,qacB,0,0
Aeromonas salmonicida,330,Plant,qacF,0,0
Aeromonas salmonicida,330,Plant,qacG,0,0
Aeromonas salmonicida,330,Plant,qacH,0,0
Aeromonas salmonicida,330,Plant,qacJ,0,0
Aeromonas salmonicida,330,Plant,qacK,0,0
Aeromonas salmonicida,330,Plant,qacL,0,0
Aeromonas salmonicida,330,Plant,qacM,0,0
Aeromonas salmonicida,330,Plant,sugE,0,0
Aeromonas salmonicida,330,Plant,bcrABC,0,0
Aeromonas salmonicida,330,Plant,crcB,0,0
Aeromonas salmonicida,330,Plant,srp,0,0
Aeromonas salmonicida,330,Plant,smd,0,0
Aeromonas salmonicida,330,Plant,sde,0,0
Aeromonas salmonicida,330,Plant,lmrS,0,0
Aeromonas salmonicida,330,Plant,smr,0,0
Aeromonas salmonicida,330,Plant,ssmE,0,0
Aeromonas salmonicida,330,Plant,tbtR,0,0
Aeromonas salmonicida,330,Plant,ttg,0,0
Aeromonas salmonicida,330,Plant,ttgR,0,0
Aeromonas salmonicida,330,Plant,ttgT,0,0
Aeromonas salmonicida,330,Plant,mtrF,0,0
Aeromonas salmonicida,330,Plant,emrE,0,0
Aeromonas salmonicida,330,Sewage,qac,0,0
Aeromonas salmonicida,330,Sewage,qacEdelta,0,0
Aeromonas salmonicida,330,Sewage,qacC,0,0
Aeromonas salmonicida,330,Sewage,qacE,0,0
Aeromonas salmonicida,330,Sewage,qacA,0,0
Aeromonas salmonicida,330,Sewage,qacB,0,0
Aeromonas salmonicida,330,Sewage,qacF,0,0
Aeromonas salmonicida,330,Sewage,qacG,0,0
Aeromonas salmonicida,330,Sewage,qacH,0,0
Aeromonas salmonicida,330,Sewage,qacJ,0,0
Aeromonas salmonicida,330,Sewage,qacK,0,0
Aeromonas salmonicida,330,Sewage,qacL,0,0
Aeromonas salmonicida,330,Sewage,qacM,0,0
Aeromonas salmonicida,330,Sewage,sugE,0,0
Aeromonas salmonicida,330,Sewage,bcrABC,0,0
Aeromonas salmonicida,330,Sewage,crcB,0,0
Aeromonas salmonicida,330,Sewage,srp,0,0
Aeromonas salmonicida,330,Sewage,smd,0,0
Aeromonas salmonicida,330,Sewage,sde,0,0
Aeromonas salmonicida,330,Sewage,lmrS,0,0
Aeromonas salmonicida,330,Sewage,smr,0,0
Aeromonas salmonicida,330,Sewage,ssmE,0,0
Aeromonas salmonicida,330,Sewage,tbtR,0,0
Aeromonas salmonicida,330,Sewage,ttg,0,0
Aeromonas salmonicida,330,Sewage,ttgR,0,0
Aeromonas salmonicida,330,Sewage,ttgT,0,0
Aeromonas salmonicida,330,Sewage,mtrF,0,0
Aeromonas salmonicida,330,Sewage,emrE,0,0
Aeromonas salmonicida,330,Wastewater,qac,1,0
Aeromonas salmonicida,330,Wastewater,qacEdelta,1,0
Aeromonas salmonicida,330,Wastewater,qacC,1,0
Aeromonas salmonicida,330,Wastewater,qacE,1,0
Aeromonas salmonicida,330,Wastewater,qacA,1,0
Aeromonas salmonicida,330,Wastewater,qacB,1,0
Aeromonas salmonicida,330,Wastewater,qacF,1,0
Aeromonas salmonicida,330,Wastewater,qacG,1,0
Aeromonas salmonicida,330,Wastewater,qacH,1,0
Aeromonas salmonicida,330,Wastewater,qacJ,1,0
Aeromonas salmonicida,330,Wastewater,qacK,1,0
Aeromonas salmonicida,330,Wastewater,qacL,1,0
Aeromonas salmonicida,330,Wastewater,qacM,1,0
Aeromonas salmonicida,330,Wastewater,sugE,1,0
Aeromonas salmonicida,330,Wastewater,bcrABC,1,0
Aeromonas salmonicida,330,Wastewater,crcB,1,0
Aeromonas salmonicida,330,Wastewater,srp,1,0
Aeromonas salmonicida,330,Wastewater,smd,1,0
Aeromonas salmonicida,330,Wastewater,sde,1,0
Aeromonas salmonicida,330,Wastewater,lmrS,1,0
Aeromonas salmonicida,330,Wastewater,smr,1,0
Aeromonas salmonicida,330,Wastewater,ssmE,1,0
Aeromonas salmonicida,330,Wastewater,tbtR,1,0
Aeromonas salmonicida,330,Wastewater,ttg,1,0
Aeromonas salmonicida,330,Wastewater,ttgR,1,0
Aeromonas salmonicida,330,Wastewater,ttgT,1,0
Aeromonas salmonicida,330,Wastewater,mtrF,1,0
Aeromonas salmonicida,330,Wastewater,emrE,1,0
Aeromonas salmonicida,330,Water,qac,2,0
Aeromonas salmonicida,330,Water,qacEdelta,2,0
Aeromonas salmonicida,330,Water,qacC,2,0
Aeromonas salmonicida,330,Water,qacE,2,0
Aeromonas salmonicida,330,Water,qacA,2,0
Aeromonas salmonicida,330,Water,qacB,2,0
Aeromonas salmonicida,330,Water,qacF,2,0
Aeromonas salmonicida,330,Water,qacG,2,0
Aeromonas salmonicida,330,Water,qacH,2,0
Aeromonas salmonicida,330,Water,qacJ,2,0
Aeromonas salmonicida,330,Water,qacK,2,0
Aeromonas salmonicida,330,Water,qacL,2,0
Aeromonas salmonicida,330,Water,qacM,2,0
Aeromonas salmonicida,330,Water,sugE,2,0
Aeromonas salmonicida,330,Water,bcrABC,2,0
Aeromonas salmonicida,330,Water,crcB,2,0
Aeromonas salmonicida,330,Water,srp,2,0
Aeromonas salmonicida,330,Water,smd,2,0
Aeromonas salmonicida,330,Water,sde,2,0
Aeromonas salmonicida,330,Water,lmrS,2,0
Aeromonas salmonicida,330,Water,smr,2,0
Aeromonas salmonicida,330,Water,ssmE,2,0
Aeromonas salmonicida,330,Water,tbtR,2,0
Aeromonas salmonicida,330,Water,ttg,2,0
Aeromonas salmonicida,330,Water,ttgR,2,0
Aeromonas salmonicida,330,Water,ttgT,2,0
Aeromonas salmonicida,330,Water,mtrF,2,0
Aeromonas salmonicida,330,Water,emrE,2,0
Aeromonas salmonicida,330,Tea,qac,0,0
Aeromonas salmonicida,330,Tea,qacEdelta,0,0
Aeromonas salmonicida,330,Tea,qacC,0,0
Aeromonas salmonicida,330,Tea,qacE,0,0
Aeromonas salmonicida,330,Tea,qacA,0,0
Aeromonas salmonicida,330,Tea,qacB,0,0
Aeromonas salmonicida,330,Tea,qacF,0,0
Aeromonas salmonicida,330,Tea,qacG,0,0
Aeromonas salmonicida,330,Tea,qacH,0,0
Aeromonas salmonicida,330,Tea,qacJ,0,0
Aeromonas salmonicida,330,Tea,qacK,0,0
Aeromonas salmonicida,330,Tea,qacL,0,0
Aeromonas salmonicida,330,Tea,qacM,0,0
Aeromonas salmonicida,330,Tea,sugE,0,0
Aeromonas salmonicida,330,Tea,bcrABC,0,0
Aeromonas salmonicida,330,Tea,crcB,0,0
Aeromonas salmonicida,330,Tea,srp,0,0
Aeromonas salmonicida,330,Tea,smd,0,0
Aeromonas salmonicida,330,Tea,sde,0,0
Aeromonas salmonicida,330,Tea,lmrS,0,0
Aeromonas salmonicida,330,Tea,smr,0,0
Aeromonas salmonicida,330,Tea,ssmE,0,0
Aeromonas salmonicida,330,Tea,tbtR,0,0
Aeromonas salmonicida,330,Tea,ttg,0,0
Aeromonas salmonicida,330,Tea,ttgR,0,0
Aeromonas salmonicida,330,Tea,ttgT,0,0
Aeromonas salmonicida,330,Tea,mtrF,0,0
Aeromonas salmonicida,330,Tea,emrE,0,0
Aeromonas salmonicida,330,Clinical,qac,2,0
Aeromonas salmonicida,330,Clinical,qacEdelta,2,0
Aeromonas salmonicida,330,Clinical,qacC,2,0
Aeromonas salmonicida,330,Clinical,qacE,2,0
Aeromonas salmonicida,330,Clinical,qacA,2,0
Aeromonas salmonicida,330,Clinical,qacB,2,0
Aeromonas salmonicida,330,Clinical,qacF,2,0
Aeromonas salmonicida,330,Clinical,qacG,2,0
Aeromonas salmonicida,330,Clinical,qacH,2,0
Aeromonas salmonicida,330,Clinical,qacJ,2,0
Aeromonas salmonicida,330,Clinical,qacK,2,0
Aeromonas salmonicida,330,Clinical,qacL,2,0
Aeromonas salmonicida,330,Clinical,qacM,2,0
Aeromonas salmonicida,330,Clinical,sugE,2,0
Aeromonas salmonicida,330,Clinical,bcrABC,2,0
Aeromonas salmonicida,330,Clinical,crcB,2,0
Aeromonas salmonicida,330,Clinical,srp,2,0
Aeromonas salmonicida,330,Clinical,smd,2,0
Aeromonas salmonicida,330,Clinical,sde,2,0
Aeromonas salmonicida,330,Clinical,lmrS,2,0
Aeromonas salmonicida,330,Clinical,smr,2,0
Aeromonas salmonicida,330,Clinical,ssmE,2,0
Aeromonas salmonicida,330,Clinical,tbtR,2,0
Aeromonas salmonicida,330,Clinical,ttg,2,0
Aeromonas salmonicida,330,Clinical,ttgR,2,0
Aeromonas salmonicida,330,Clinical,ttgT,2,0
Aeromonas salmonicida,330,Clinical,mtrF,2,0
Aeromonas salmonicida,330,Clinical,emrE,2,0
Aeromonas sobria,21,Animal,qac,0,0
Aeromonas sobria,21,Animal,qacEdelta,0,0
Aeromonas sobria,21,Animal,qacC,0,0
Aeromonas sobria,21,Animal,qacE,0,0
Aeromonas sobria,21,Animal,qacA,0,0
Aeromonas sobria,21,Animal,qacB,0,0
Aeromonas sobria,21,Animal,qacF,0,0
Aeromonas sobria,21,Animal,qacG,0,0
Aeromonas sobria,21,Animal,qacH,0,0
Aeromonas sobria,21,Animal,qacJ,0,0
Aeromonas sobria,21,Animal,qacK,0,0
Aeromonas sobria,21,Animal,qacL,0,0
Aeromonas sobria,21,Animal,qacM,0,0
Aeromonas sobria,21,Animal,sugE,0,0
Aeromonas sobria,21,Animal,bcrABC,0,0
Aeromonas sobria,21,Animal,crcB,0,0
Aeromonas sobria,21,Animal,srp,0,0
Aeromonas sobria,21,Animal,smd,0,0
Aeromonas sobria,21,Animal,sde,0,0
Aeromonas sobria,21,Animal,lmrS,0,0
Aeromonas sobria,21,Animal,smr,0,0
Aeromonas sobria,21,Animal,ssmE,0,0
Aeromonas sobria,21,Animal,tbtR,0,0
Aeromonas sobria,21,Animal,ttg,0,0
Aeromonas sobria,21,Animal,ttgR,0,0
Aeromonas sobria,21,Animal,ttgT,0,0
Aeromonas sobria,21,Animal,mtrF,0,0
Aeromonas sobria,21,Animal,emrE,0,0
Aeromonas sobria,21,Animal environment,qac,0,0
Aeromonas sobria,21,Animal environment,qacEdelta,0,0
Aeromonas sobria,21,Animal environment,qacC,0,0
Aeromonas sobria,21,Animal environment,qacE,0,0
Aeromonas sobria,21,Animal environment,qacA,0,0
Aeromonas sobria,21,Animal environment,qacB,0,0
Aeromonas sobria,21,Animal environment,qacF,0,0
Aeromonas sobria,21,Animal environment,qacG,0,0
Aeromonas sobria,21,Animal environment,qacH,0,0
Aeromonas sobria,21,Animal environment,qacJ,0,0
Aeromonas sobria,21,Animal environment,qacK,0,0
Aeromonas sobria,21,Animal environment,qacL,0,0
Aeromonas sobria,21,Animal environment,qacM,0,0
Aeromonas sobria,21,Animal environment,sugE,0,0
Aeromonas sobria,21,Animal environment,bcrABC,0,0
Aeromonas sobria,21,Animal environment,crcB,0,0
Aeromonas sobria,21,Animal environment,srp,0,0
Aeromonas sobria,21,Animal environment,smd,0,0
Aeromonas sobria,21,Animal environment,sde,0,0
Aeromonas sobria,21,Animal environment,lmrS,0,0
Aeromonas sobria,21,Animal environment,smr,0,0
Aeromonas sobria,21,Animal environment,ssmE,0,0
Aeromonas sobria,21,Animal environment,tbtR,0,0
Aeromonas sobria,21,Animal environment,ttg,0,0
Aeromonas sobria,21,Animal environment,ttgR,0,0
Aeromonas sobria,21,Animal environment,ttgT,0,0
Aeromonas sobria,21,Animal environment,mtrF,0,0
Aeromonas sobria,21,Animal environment,emrE,0,0
Aeromonas sobria,21,Animal feces,qac,0,0
Aeromonas sobria,21,Animal feces,qacEdelta,0,0
Aeromonas sobria,21,Animal feces,qacC,0,0
Aeromonas sobria,21,Animal feces,qacE,0,0
Aeromonas sobria,21,Animal feces,qacA,0,0
Aeromonas sobria,21,Animal feces,qacB,0,0
Aeromonas sobria,21,Animal feces,qacF,0,0
Aeromonas sobria,21,Animal feces,qacG,0,0
Aeromonas sobria,21,Animal feces,qacH,0,0
Aeromonas sobria,21,Animal feces,qacJ,0,0
Aeromonas sobria,21,Animal feces,qacK,0,0
Aeromonas sobria,21,Animal feces,qacL,0,0
Aeromonas sobria,21,Animal feces,qacM,0,0
Aeromonas sobria,21,Animal feces,sugE,0,0
Aeromonas sobria,21,Animal feces,bcrABC,0,0
Aeromonas sobria,21,Animal feces,crcB,0,0
Aeromonas sobria,21,Animal feces,srp,0,0
Aeromonas sobria,21,Animal feces,smd,0,0
Aeromonas sobria,21,Animal feces,sde,0,0
Aeromonas sobria,21,Animal feces,lmrS,0,0
Aeromonas sobria,21,Animal feces,smr,0,0
Aeromonas sobria,21,Animal feces,ssmE,0,0
Aeromonas sobria,21,Animal feces,tbtR,0,0
Aeromonas sobria,21,Animal feces,ttg,0,0
Aeromonas sobria,21,Animal feces,ttgR,0,0
Aeromonas sobria,21,Animal feces,ttgT,0,0
Aeromonas sobria,21,Animal feces,mtrF,0,0
Aeromonas sobria,21,Animal feces,emrE,0,0
Aeromonas sobria,21,Animal feed,qac,0,0
Aeromonas sobria,21,Animal feed,qacEdelta,0,0
Aeromonas sobria,21,Animal feed,qacC,0,0
Aeromonas sobria,21,Animal feed,qacE,0,0
Aeromonas sobria,21,Animal feed,qacA,0,0
Aeromonas sobria,21,Animal feed,qacB,0,0
Aeromonas sobria,21,Animal feed,qacF,0,0
Aeromonas sobria,21,Animal feed,qacG,0,0
Aeromonas sobria,21,Animal feed,qacH,0,0
Aeromonas sobria,21,Animal feed,qacJ,0,0
Aeromonas sobria,21,Animal feed,qacK,0,0
Aeromonas sobria,21,Animal feed,qacL,0,0
Aeromonas sobria,21,Animal feed,qacM,0,0
Aeromonas sobria,21,Animal feed,sugE,0,0
Aeromonas sobria,21,Animal feed,bcrABC,0,0
Aeromonas sobria,21,Animal feed,crcB,0,0
Aeromonas sobria,21,Animal feed,srp,0,0
Aeromonas sobria,21,Animal feed,smd,0,0
Aeromonas sobria,21,Animal feed,sde,0,0
Aeromonas sobria,21,Animal feed,lmrS,0,0
Aeromonas sobria,21,Animal feed,smr,0,0
Aeromonas sobria,21,Animal feed,ssmE,0,0
Aeromonas sobria,21,Animal feed,tbtR,0,0
Aeromonas sobria,21,Animal feed,ttg,0,0
Aeromonas sobria,21,Animal feed,ttgR,0,0
Aeromonas sobria,21,Animal feed,ttgT,0,0
Aeromonas sobria,21,Animal feed,mtrF,0,0
Aeromonas sobria,21,Animal feed,emrE,0,0
Aeromonas sobria,21,Raw pet food,qac,0,0
Aeromonas sobria,21,Raw pet food,qacEdelta,0,0
Aeromonas sobria,21,Raw pet food,qacC,0,0
Aeromonas sobria,21,Raw pet food,qacE,0,0
Aeromonas sobria,21,Raw pet food,qacA,0,0
Aeromonas sobria,21,Raw pet food,qacB,0,0
Aeromonas sobria,21,Raw pet food,qacF,0,0
Aeromonas sobria,21,Raw pet food,qacG,0,0
Aeromonas sobria,21,Raw pet food,qacH,0,0
Aeromonas sobria,21,Raw pet food,qacJ,0,0
Aeromonas sobria,21,Raw pet food,qacK,0,0
Aeromonas sobria,21,Raw pet food,qacL,0,0
Aeromonas sobria,21,Raw pet food,qacM,0,0
Aeromonas sobria,21,Raw pet food,sugE,0,0
Aeromonas sobria,21,Raw pet food,bcrABC,0,0
Aeromonas sobria,21,Raw pet food,crcB,0,0
Aeromonas sobria,21,Raw pet food,srp,0,0
Aeromonas sobria,21,Raw pet food,smd,0,0
Aeromonas sobria,21,Raw pet food,sde,0,0
Aeromonas sobria,21,Raw pet food,lmrS,0,0
Aeromonas sobria,21,Raw pet food,smr,0,0
Aeromonas sobria,21,Raw pet food,ssmE,0,0
Aeromonas sobria,21,Raw pet food,tbtR,0,0
Aeromonas sobria,21,Raw pet food,ttg,0,0
Aeromonas sobria,21,Raw pet food,ttgR,0,0
Aeromonas sobria,21,Raw pet food,ttgT,0,0
Aeromonas sobria,21,Raw pet food,mtrF,0,0
Aeromonas sobria,21,Raw pet food,emrE,0,0
Aeromonas sobria,21,Pet food,qac,0,0
Aeromonas sobria,21,Pet food,qacEdelta,0,0
Aeromonas sobria,21,Pet food,qacC,0,0
Aeromonas sobria,21,Pet food,qacE,0,0
Aeromonas sobria,21,Pet food,qacA,0,0
Aeromonas sobria,21,Pet food,qacB,0,0
Aeromonas sobria,21,Pet food,qacF,0,0
Aeromonas sobria,21,Pet food,qacG,0,0
Aeromonas sobria,21,Pet food,qacH,0,0
Aeromonas sobria,21,Pet food,qacJ,0,0
Aeromonas sobria,21,Pet food,qacK,0,0
Aeromonas sobria,21,Pet food,qacL,0,0
Aeromonas sobria,21,Pet food,qacM,0,0
Aeromonas sobria,21,Pet food,sugE,0,0
Aeromonas sobria,21,Pet food,bcrABC,0,0
Aeromonas sobria,21,Pet food,crcB,0,0
Aeromonas sobria,21,Pet food,srp,0,0
Aeromonas sobria,21,Pet food,smd,0,0
Aeromonas sobria,21,Pet food,sde,0,0
Aeromonas sobria,21,Pet food,lmrS,0,0
Aeromonas sobria,21,Pet food,smr,0,0
Aeromonas sobria,21,Pet food,ssmE,0,0
Aeromonas sobria,21,Pet food,tbtR,0,0
Aeromonas sobria,21,Pet food,ttg,0,0
Aeromonas sobria,21,Pet food,ttgR,0,0
Aeromonas sobria,21,Pet food,ttgT,0,0
Aeromonas sobria,21,Pet food,mtrF,0,0
Aeromonas sobria,21,Pet food,emrE,0,0
Aeromonas sobria,21,Farm,qac,0,0
Aeromonas sobria,21,Farm,qacEdelta,0,0
Aeromonas sobria,21,Farm,qacC,0,0
Aeromonas sobria,21,Farm,qacE,0,0
Aeromonas sobria,21,Farm,qacA,0,0
Aeromonas sobria,21,Farm,qacB,0,0
Aeromonas sobria,21,Farm,qacF,0,0
Aeromonas sobria,21,Farm,qacG,0,0
Aeromonas sobria,21,Farm,qacH,0,0
Aeromonas sobria,21,Farm,qacJ,0,0
Aeromonas sobria,21,Farm,qacK,0,0
Aeromonas sobria,21,Farm,qacL,0,0
Aeromonas sobria,21,Farm,qacM,0,0
Aeromonas sobria,21,Farm,sugE,0,0
Aeromonas sobria,21,Farm,bcrABC,0,0
Aeromonas sobria,21,Farm,crcB,0,0
Aeromonas sobria,21,Farm,srp,0,0
Aeromonas sobria,21,Farm,smd,0,0
Aeromonas sobria,21,Farm,sde,0,0
Aeromonas sobria,21,Farm,lmrS,0,0
Aeromonas sobria,21,Farm,smr,0,0
Aeromonas sobria,21,Farm,ssmE,0,0
Aeromonas sobria,21,Farm,tbtR,0,0
Aeromonas sobria,21,Farm,ttg,0,0
Aeromonas sobria,21,Farm,ttgR,0,0
Aeromonas sobria,21,Farm,ttgT,0,0
Aeromonas sobria,21,Farm,mtrF,0,0
Aeromonas sobria,21,Farm,emrE,0,0
Aeromonas sobria,21,Egg,qac,0,0
Aeromonas sobria,21,Egg,qacEdelta,0,0
Aeromonas sobria,21,Egg,qacC,0,0
Aeromonas sobria,21,Egg,qacE,0,0
Aeromonas sobria,21,Egg,qacA,0,0
Aeromonas sobria,21,Egg,qacB,0,0
Aeromonas sobria,21,Egg,qacF,0,0
Aeromonas sobria,21,Egg,qacG,0,0
Aeromonas sobria,21,Egg,qacH,0,0
Aeromonas sobria,21,Egg,qacJ,0,0
Aeromonas sobria,21,Egg,qacK,0,0
Aeromonas sobria,21,Egg,qacL,0,0
Aeromonas sobria,21,Egg,qacM,0,0
Aeromonas sobria,21,Egg,sugE,0,0
Aeromonas sobria,21,Egg,bcrABC,0,0
Aeromonas sobria,21,Egg,crcB,0,0
Aeromonas sobria,21,Egg,srp,0,0
Aeromonas sobria,21,Egg,smd,0,0
Aeromonas sobria,21,Egg,sde,0,0
Aeromonas sobria,21,Egg,lmrS,0,0
Aeromonas sobria,21,Egg,smr,0,0
Aeromonas sobria,21,Egg,ssmE,0,0
Aeromonas sobria,21,Egg,tbtR,0,0
Aeromonas sobria,21,Egg,ttg,0,0
Aeromonas sobria,21,Egg,ttgR,0,0
Aeromonas sobria,21,Egg,ttgT,0,0
Aeromonas sobria,21,Egg,mtrF,0,0
Aeromonas sobria,21,Egg,emrE,0,0
Aeromonas sobria,21,Farm sewage,qac,0,0
Aeromonas sobria,21,Farm sewage,qacEdelta,0,0
Aeromonas sobria,21,Farm sewage,qacC,0,0
Aeromonas sobria,21,Farm sewage,qacE,0,0
